SP,capture_m3d_ADF,capture_m3d_modflow,WellNum
439,0.098,12.233,118
440,1.183,29.359,118
441,4.603,41.592,118
442,11.08,56.761,118
443,18.973,59.696,118
444,26.408,57.25,118
445,31.618,57.984,118
446,34.415,60.675,118
447,35.905,53.58,118
448,36.242,53.825,118
449,35.859,51.867,118
450,35.05,49.176,118
451,33.991,56.516,118
452,33.198,54.314,118
453,33.351,58.962,118
454,34.716,62.143,118
455,36.729,62.388,118
456,38.549,52.112,118
457,39.5,55.048,118
458,39.611,53.091,118
459,39.116,55.293,118
460,38.243,50.399,118
461,37.099,47.953,118
462,35.868,50.399,118
463,34.586,50.399,118
464,33.74,57.739,118
465,34.01,57.984,118
466,35.654,59.941,118
467,38.025,58.473,118
468,40.205,55.293,118
469,41.44,53.335,118
470,41.746,58.228,118
471,41.415,50.644,118
472,40.649,48.442,118
473,39.579,48.442,118
474,38.393,43.696,118
475,37.138,51.036,118
476,36.295,55.684,118
477,36.535,55.415,118
478,38.109,57.984,118
479,40.39,60.7,118
480,42.481,58.498,118
481,43.646,56.027,118
482,43.907,56.002,118
483,43.54,46.069,118
484,42.749,57.984,118
485,41.659,46.24,118
486,40.458,46.24,118
487,39.176,43.304,118
488,38.178,51.378,118
489,37.957,53.091,118
490,38.669,45.751,118
491,39.903,47.953,118
492,41.006,55.537,118
493,41.475,48.442,118
494,41.355,45.996,118
495,40.777,41.592,118
496,39.925,36.454,118
497,38.869,41.592,118
498,37.756,48.858,118
499,36.643,48.442,118
500,36.27,59.696,118
501,37.71,71.44,118
502,41.445,77.556,118
503,46.32,80.737,118
504,50.861,73.887,118
505,53.775,81.716,118
506,55.036,83.673,118
507,55.209,67.281,118
508,54.6,71.88,118
509,53.47,67.403,118
510,52.091,67.281,118
511,50.617,75.844,118
512,50.15,85.875,118
513,52.275,104.713,118
514,57.706,115.478,118
515,64.78,117.925,118
516,71.361,117.436,118
517,75.577,107.649,118
518,77.359,105.447,118
519,77.644,101.288,118
520,76.778,98.597,118
521,75.146,93.215,118
522,73.149,86.119,118
523,70.911,85.875,118
524,69.133,96.15,118
525,68.741,91.502,118
526,70.042,105.937,118
527,72.288,103.49,118
528,74.286,104.469,118
529,75.117,107.16,118
530,74.872,96.64,118
531,73.784,92.725,118
532,72.198,87.416,118
533,70.237,80.223,118
534,68.178,72.663,118
535,66.026,81.495,118
536,64.277,81.275,118
537,63.591,88.175,118
538,64.146,90.45,118
539,65.422,86.535,118
540,66.531,88.101,118
541,66.82,80.59,118
542,66.379,80.15,118
543,65.317,77.116,118
544,63.918,72.908,118
545,62.251,68.015,118
546,60.531,69.678,118
547,58.794,74.376,118
548,57.844,84.652,118
549,58.834,95.172,118
550,62.235,107.405,118
551,66.87,106.426,118
552,71.158,99.086,118
553,73.757,95.172,118
554,74.668,94.927,118
555,74.426,92.774,118
556,73.392,95.123,118
557,71.816,92.163,118
558,70.007,81.96,118
559,68.061,78.78,118
560,66.784,95.416,118
561,67.295,101.778,118
562,70.029,103.001,118
563,73.928,107.649,118
564,77.499,108.383,118
565,79.511,105.447,118
566,79.993,97.863,118
567,79.422,95.906,118
568,78.131,91.453,118
569,76.334,86.119,118
570,74.343,85.875,118
571,72.212,84.407,118
572,70.553,86.902,118
573,70.197,101.631,118
574,71.408,105.447,118
575,73.491,103.49,118
576,75.349,99.576,118
577,76.136,101.778,118
578,75.93,89.3,118
579,74.95,92.481,118
580,73.507,93.949,118
581,71.716,79.269,118
582,69.828,81.716,118
583,67.874,80.615,118
584,66.529,88.811,118
585,66.733,98.108,118
586,68.829,98.108,118
587,71.933,95.172,118
588,74.766,87.587,118
589,76.292,95.392,118
590,76.55,90.328,118
591,75.909,88.077,118
592,74.671,83.404,118
593,73.006,85.508,118
594,71.186,80.492,118
595,69.321,95.906,118
596,68.6,104.224,118
597,70.739,120.616,118
598,76.494,132.604,118
599,84.055,137.987,118
600,91.083,130.402,118
601,95.54,132.604,118
602,97.394,128.69,118
603,97.521,120.372,118
604,96.419,116.457,118
605,94.492,110.096,118
606,92.181,132.311,118
607,90.224,200.13,118
608,94.954,309.908,118
609,115.846,410.875,118
610,157.741,472.923,118
611,209.544,508.398,118
612,258.208,504.973,118
613,291.649,494.208,118
614,308.804,473.902,118
615,316.84,457.999,118
616,317.112,439.16,118
617,312.453,413.961,118
618,305.029,400.26,118
619,296.047,436.224,118
620,290.298,478.844,118
621,294.328,524.228,118
622,310.81,537.88,118
623,333.767,545.097,118
624,354.815,535.8,118
625,366.963,514.026,118
626,370.336,501.548,118
627,367.79,472.923,118
628,361.143,453.595,118
629,351.655,428.885,118
630,341.057,423.013,118
631,330.06,479.773,118
