SP,SegNum_modflow,depletion_m3d_modflow,SegNum_ADF,depletion_m3d_ADF,WellNum
438,267,4.893,267,145.464,118
439,267,12.233,267,337.271,118
440,267,29.359,267,389.237,118
441,267,41.592,267,301.011,118
442,267,56.761,267,88.852,118
443,267,59.696,267,50.967,118
444,267,57.25,267,34.381,118
445,267,57.984,267,25.003,118
446,267,60.675,267,19.766,118
447,267,53.58,267,15.821,118
448,267,53.825,267,13.072,118
449,267,51.867,267,10.848,118
450,267,49.176,267,64.836,118
451,267,56.516,267,137.059,118
452,267,54.314,267,156.004,118
453,267,58.962,267,121.465,118
454,267,62.143,267,39.691,118
455,267,62.388,267,24.678,118
456,267,52.112,267,17.871,118
457,267,55.048,267,14.027,118
458,267,53.091,267,11.675,118
459,267,55.293,267,9.892,118
460,267,50.399,267,8.609,118
461,267,47.953,267,7.582,118
462,267,50.399,267,67.327,118
463,267,50.399,267,146.469,118
464,267,57.739,267,167.586,118
465,267,57.984,267,130.375,118
466,267,59.941,267,41.68,118
467,267,58.473,267,25.574,118
468,267,55.293,267,18.364,118
469,267,53.335,267,14.344,118
470,267,58.228,267,11.982,118
471,267,50.644,267,10.136,118
472,267,48.442,267,8.822,118
473,267,48.442,267,7.779,118
474,267,43.696,267,66.145,118
475,267,51.036,267,143.439,118
476,267,55.684,267,164.031,118
477,267,55.415,267,127.715,118
478,267,57.984,267,41.027,118
479,267,60.7,267,25.282,118
480,267,58.498,267,18.232,118
481,267,56.027,267,14.299,118
482,267,56.002,267,11.988,118
483,267,46.069,267,10.181,118
484,267,57.984,267,8.893,118
485,267,46.24,267,7.87,118
486,267,46.24,267,48.627,118
487,267,43.304,267,102.758,118
488,267,51.378,267,117.051,118
489,267,53.091,267,91.398,118
490,267,45.751,267,30.409,118
491,267,47.953,267,19.256,118
492,267,55.537,267,14.218,118
493,267,48.442,267,11.379,118
494,267,45.996,267,9.693,118
495,267,41.592,267,8.361,118
496,267,36.454,267,7.402,118
497,267,41.592,267,6.632,118
498,267,48.858,267,107.116,118
499,267,48.442,267,239.921,118
500,267,59.696,267,275.651,118
501,267,71.44,267,213.899,118
502,267,77.556,267,66.182,118
503,267,80.737,267,39.592,118
504,267,73.887,267,27.825,118
505,267,81.716,267,21.349,118
506,267,83.673,267,17.483,118
507,267,67.281,267,14.621,118
508,267,71.88,267,12.607,118
509,267,67.403,267,11.027,118
510,267,67.281,267,156.61,118
511,267,75.844,267,349.158,118
512,267,85.875,267,400.841,118
513,267,104.713,267,311.094,118
514,267,115.478,267,96.441,118
515,267,117.925,267,57.733,118
516,267,117.436,267,40.565,118
517,267,107.649,267,31.096,118
518,267,105.447,267,25.594,118
519,267,101.288,267,21.347,118
520,267,98.597,267,18.358,118
521,267,93.215,267,16.015,118
522,267,86.119,267,90.524,118
523,267,85.875,267,189.641,118
524,267,96.15,267,215.716,118
525,267,91.502,267,168.485,118
526,267,105.937,267,56.33,118
527,267,103.49,267,35.747,118
528,267,104.469,267,26.41,118
529,267,107.16,267,21.128,118
530,267,96.64,267,17.98,118
531,267,92.725,267,15.488,118
532,267,87.416,267,13.689,118
533,267,80.223,267,12.243,118
534,267,72.663,267,65.968,118
535,267,81.495,267,137.304,118
536,267,81.275,267,156.139,118
537,267,88.175,267,122.213,118
538,267,90.45,267,41.623,118
539,267,86.535,267,26.841,118
540,267,88.101,267,20.134,118
541,267,80.59,267,16.334,118
542,267,80.15,267,14.065,118
543,267,77.116,267,12.263,118
544,267,72.908,267,10.956,118
545,267,68.015,267,9.901,118
546,267,69.678,267,115.304,118
547,267,74.376,267,254.652,118
548,267,84.652,267,292.077,118
549,267,95.172,267,227.063,118
550,267,107.405,267,71.726,118
551,267,106.426,267,43.688,118
552,267,99.086,267,31.233,118
553,267,95.172,267,24.345,118
554,267,94.927,267,20.213,118
555,267,92.774,267,17.137,118
556,267,95.123,267,14.959,118
557,267,92.163,267,13.24,118
558,267,81.96,267,110.942,118
559,267,78.78,267,240.449,118
560,267,95.416,267,274.87,118
561,267,101.778,267,214.105,118
562,267,103.001,267,69.027,118
563,267,107.649,267,42.694,118
564,267,108.383,267,30.913,118
565,267,105.447,267,24.348,118
566,267,97.863,267,20.493,118
567,267,95.906,267,17.483,118
568,267,91.453,267,15.34,118
569,267,86.119,267,13.64,118
570,267,85.875,267,82.235,118
571,267,84.407,267,173.346,118
572,267,86.902,267,197.378,118
573,267,101.631,267,154.244,118
574,267,105.447,267,51.629,118
575,267,103.49,267,32.87,118
576,267,99.576,267,24.4,118
577,267,101.778,267,19.628,118
578,267,89.3,267,16.795,118
579,267,92.481,267,14.559,118
580,267,93.949,267,12.948,118
581,267,79.269,267,11.656,118
582,267,81.716,267,94.292,118
583,267,80.615,267,203.776,118
584,267,88.811,267,232.897,118
585,267,98.108,267,181.554,118
586,267,98.108,267,59.059,118
587,267,95.172,267,36.833,118
588,267,87.587,267,26.89,118
589,267,95.392,267,21.347,118
590,267,90.328,267,18.09,118
591,267,88.077,267,15.545,118
592,267,83.404,267,13.729,118
593,267,85.508,267,12.286,118
594,267,80.492,267,171.071,118
595,267,95.906,267,381.089,118
596,267,104.224,267,437.433,118
597,267,120.616,267,339.786,118
598,267,132.604,267,105.953,118
599,267,137.987,267,63.823,118
600,267,130.402,267,45.154,118
601,267,132.604,267,34.863,118
602,267,128.69,267,28.711,118
603,267,120.372,267,24.15,118
604,267,116.457,267,20.934,118
605,267,110.096,267,18.408,118
606,267,132.311,267,942.468,118
607,267,200.13,267,2162.285,118
608,267,309.908,267,2491.653,118
609,267,410.875,267,1928.649,118
610,267,472.923,267,577.22,118
611,267,508.398,267,335.276,118
612,267,504.973,267,228.994,118
613,267,494.208,267,171.019,118
614,267,473.902,267,137.729,118
615,267,457.999,267,112.331,118
616,267,439.16,267,94.688,118
617,267,413.961,267,81.03,118
618,267,400.26,267,633.618,118
619,267,436.224,267,1367.112,118
620,267,478.844,267,1562.071,118
621,267,524.228,267,1215.001,118
622,267,537.88,267,389.373,118
623,267,545.097,267,238.934,118
624,267,535.8,267,171.351,118
625,267,514.026,267,133.544,118
626,267,501.548,267,111.278,118
627,267,472.923,267,93.86,118
