"WellNum","SegNum","dist_wellToStream_m","stream_width_m","stream_row","stream_col","stream_BC","well_row","well_col","well_elev_m","well_screenTopDepth_m","well_wtd_m","Tr_well_m2d","Tr_bulk_m2d","ss_well","ss_bulk","sy_well","sy_bulk","lmda_m2d"
398,134,69108.1621478938,25,49,117,"STR",11,97,1237.631256,52.1726010647999,48.6154601015623,612.978518447732,364.824071809266,0.00251,0.00107511363636364,0.175,0.175852272727273,4369.88252215296
398,147,69872.2232935475,25,49,118,"STR",11,97,1122.7308,67.6961098704001,61.6356796875,612.978518447732,364.824071809266,0.00251,0.00107511363636364,0.175,0.175852272727273,3542.6381792256
398,267,12974.9461336778,0,7,104,"CHB",11,97,1194.26736,75.4075050648,60.2738428125001,612.978518447732,364.824071809266,0.00251,0.00107511363636364,0.175,0.175852272727273,0
398,269,33604.0892765523,0,17,77,"DRN",11,97,803.54424,15.1180949352,3.83550914062505,612.978518447732,364.824071809266,0.00251,0.00107511363636364,0.175,0.175852272727273,356.63173060608
398,270,76253.0216299939,0,5,144,"DRN",11,97,1395.8316,79.0345805639997,23.56336171875,612.978518447732,702.600686269218,0.00251,0.000850793650793651,0.175,0.175,457.84996429824
410,3,58025.7231186032,2,47,109,"STR",11,111,861.005136,13.0820458704001,7.00264010156252,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,12.1710711932928
410,5,58492.5148523626,2,47,116,"STR",11,111,1245.879144,19.7296890648001,20.8098836484376,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,24.8823475513344
410,8,62184.0192391232,2,49,118,"STR",11,111,1445.398176,25.5787565640001,8.7230783437501,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,17.089105434624
410,36,59567.4719218494,2,48,110,"STR",11,111,1133.00256,62.1182698703999,55.5616467187499,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,12.1750846046208
410,37,47795.0783377991,10,32,132,"STR",11,111,1379.725968,2.21287787039978,7.67278635937487,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,65.2091045750784
410,38,44278.9001616385,10,37,120,"STR",11,111,1205.965584,55.4674741296001,49.9436439609374,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,1496.92215711744
410,68,54290.0218231893,25,44,104,"STR",11,111,1246.153464,54.6293189352,52.3149671249998,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,4623.28931340288
410,119,59567.4719218494,25,48,110,"STR",11,111,1388.056152,34.4393520000001,9.95891137500007,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,264.04233126912
410,123,59545.728,25,48,111,"STR",11,111,1047.091632,52.2244320000001,42.2166335625001,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,4361.21355368448
410,126,59632.656116354,25,48,113,"STR",11,111,963.692256,55.388256,72.96426225,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,288.84521327616
410,134,61912.6998546928,25,49,117,"STR",11,111,1274.646168,34.6283130647998,15.39741253125,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,4369.88252215296
410,147,62184.0192391232,25,49,118,"STR",11,111,514.785864,39.9074640000001,30.151036265625,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,3542.6381792256
410,267,8046.72,0,6,111,"CHB",11,111,818.192928,24.798528,30.807761203125,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,0
410,269,55563.1697036851,0,17,77,"DRN",11,111,1159.974312,40.4134021295999,29.861637,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,356.63173060608
410,270,53979.0387477213,0,5,144,"DRN",11,111,1148.334,56.0526901296,51.387226171875,2105.73091369187,702.600686269218,0.00107,0.000850793650793651,0.175,0.175,457.84996429824
414,3,58735.5442893615,2,47,109,"STR",11,115,1284.536928,32.723328,11.9954397187498,2215.34310044658,702.600686269218,0.00097,0.000850793650793651,0.175,0.175,12.1710711932928
414,5,57958.7316899343,2,47,116,"STR",11,115,897.090408,11.7682981296,16.4167214765624,2215.34310044658,385.859371438743,0.00097,0.0013212426035503,0.175,0.179733727810651,24.8823475513344
414,8,61345.3561756569,2,49,118,"STR",11,115,963.692256,55.388256,72.96426225,2215.34310044658,385.859371438743,0.00097,0.0013212426035503,0.175,0.179733727810651,17.089105434624
414,36,60086.9655233844,2,48,110,"STR",11,115,1034.533872,73.5299818703999,79.6559706328125,2215.34310044658,366.683406007411,0.00097,0.00165637426900585,0.175,0.180847953216374,12.1750846046208
414,37,43482.0804532773,10,32,132,"STR",11,115,1029.519912,73.2404218703999,76.675077234375,2215.34310044658,366.683406007411,0.00097,0.00165637426900585,0.175,0.180847953216374,65.2091045750784
414,38,42609.6428680825,10,37,120,"STR",11,115,1238.438976,43.9582858704,42.8094814687502,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,1496.92215711744
414,60,61281.9937664172,15,26,150,"STR",11,115,1326.285384,66.2116741295999,45.880264078125,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,4670.96863997952
414,68,55981.1183659862,25,44,104,"STR",11,115,1488.91752,31.120139436,62.3240395312498,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,4623.28931340288
414,119,60086.9655233844,25,48,110,"STR",11,115,1190.9298,45.9486000000002,50.4161970703126,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,264.04233126912
414,123,59632.656116354,25,48,113,"STR",11,115,1193.53584,34.7471850648001,26.3203878515624,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,3465.33987704832
414,126,59545.728,25,48,115,"STR",11,115,592.040472,50.715672,44.2571638945312,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,4541.01438117888
414,134,61239.7157387796,25,49,117,"STR",11,115,994.47096,26.6090698703999,31.2536234765624,2215.34310044658,457.771143262043,0.00097,0.00104342857142857,0.175,0.176285714285714,4369.88252215296
414,147,61345.3561756569,25,49,118,"STR",11,115,1260.536976,57.5218858704,46.0316103750001,2215.34310044658,1335.91825572133,0.00097,0.000819181818181818,0.175,0.183863636363636,3542.6381792256
414,267,8666.58267137307,0,6,113,"CHB",11,115,1187.91228,46.89348,47.3702508984375,2215.34310044658,1335.91825572133,0.00097,0.000819181818181818,0.175,0.183863636363636,0
414,270,47659.4122158957,0,5,144,"DRN",11,115,545.844984,9.67131131519989,25.1101086093749,2215.34310044658,827.426421220806,0.00097,0.000932207792207792,0.175,0.175,457.84996429824
449,3,57148.7095841516,2,47,108,"STR",12,102,702.80784,31.5163498703999,36.3622679296875,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,1.902356969472
449,5,60666.0786996115,2,47,116,"STR",12,102,706.529448,32.4033029352,46.6798640156251,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,24.8823475513344
449,8,64874.7306683889,2,49,118,"STR",12,102,1293.29688,70.5611701296,45.1076169140626,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,17.089105434624
449,36,58735.5442893615,2,48,108,"STR",12,102,695.864496,34.5703861296,45.5358192421875,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,7.111764873216
449,37,58025.7231186032,10,32,132,"STR",12,102,661.717752,59.7072793152,55.1930619609375,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,65.2091045750784
449,38,49577.1995650104,10,37,120,"STR",12,102,1165.320504,59.5975589351999,75.7825430625001,1280.02546529343,827.426421220806,0.00143,0.000932207792207792,0.175,0.175,1496.92215711744
449,68,51524.1478638357,25,44,103,"STR",12,102,1255.82172,38.6029199999998,11.3647686328125,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,3423.27932633088
449,119,59021.470740756,25,48,109,"STR",12,102,1100.986368,58.4789130648001,61.758712921875,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,3561.42094424064
449,123,59349.6742203103,25,48,110,"STR",12,102,1536.088368,48.9081485639997,23.8240609687498,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,4618.31268335616
449,126,60580.6334759394,25,48,113,"STR",12,102,1212.5706,65.8215450647999,46.6855224609374,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,288.84521327616
449,134,64252.945830332,25,49,117,"STR",12,102,696.257688,23.7774330648,41.7832549921875,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,4369.88252215296
449,147,64874.7306683889,25,49,118,"STR",12,102,1241.316288,51.2856330647999,48.3618301874999,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,3542.6381792256
449,267,8666.58267137307,0,7,104,"CHB",12,102,1237.631256,52.1726010647999,48.6154601015623,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,0
449,269,41030.3823004173,0,17,77,"DRN",12,102,1051.556952,68.9732069351999,48.2061023906249,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,356.63173060608
449,270,68524.8016709218,0,5,144,"DRN",12,102,1032.787368,64.8949679999999,53.9691232734375,1280.02546529343,698.622003334261,0.00143,0.000890289855072464,0.175,0.175,457.84996429824
514,5,59806.1333006408,2,47,116,"STR",13,131,1102.425024,40.1665141296,32.738949,1576.0660553541,698.622003334261,8e-04,0.000890289855072464,0.175,0.175,24.8823475513344
514,8,61598.1540441127,2,49,118,"STR",13,131,1212.5706,65.8215450647999,46.6855224609374,1576.0660553541,698.622003334261,8e-04,0.000890289855072464,0.175,0.175,17.089105434624
514,37,30619.8578693898,10,32,132,"STR",13,131,1495.010472,23.4665818704,14.6568497343751,1576.0660553541,1348.27202708591,8e-04,0.000900877192982456,0.175,0.185087719298246,65.2091045750784
514,38,41842.944,10,37,121,"STR",13,131,1326.587136,33.4121165639997,16.5253332656248,1576.0660553541,1348.27202708591,8e-04,0.000900877192982456,0.175,0.185087719298246,229.069464956928
514,53,55563.1697036851,20,47,137,"STR",13,131,760.165104,44.4337589352,74.4980819296875,1576.0660553541,1006.84814271679,8e-04,0.000938957345971564,0.175,0.184952606635071,11180.5612775424
514,60,37049.8812208363,15,26,150,"STR",13,131,1379.725968,2.21287787039978,7.67278635937487,1576.0660553541,1006.84814271679,8e-04,0.000938957345971564,0.175,0.184952606635071,4670.96863997952
514,77,52937.3888228684,25,24,162,"STR",13,131,1445.398176,25.5787565640001,8.7230783437501,1576.0660553541,1006.84814271679,8e-04,0.000938957345971564,0.175,0.184952606635071,677.070517856256
514,123,63339.494653103,25,48,113,"STR",13,131,1148.334,56.0526901296,51.387226171875,1576.0660553541,1006.84814271679,8e-04,0.000938957345971564,0.175,0.184952606635071,3465.33987704832
514,126,61281.9937664172,25,48,116,"STR",13,131,1191.81372,38.7248101296,39.1101262500001,1576.0660553541,717.143066345248,8e-04,0.000992463054187192,0.175,0.18115763546798,1110.83198736384
514,134,61598.1540441127,25,49,118,"STR",13,131,1536.088368,48.9081485639997,23.8240609687498,1576.0660553541,717.143066345248,8e-04,0.000992463054187192,0.175,0.18115763546798,13493.8915670016
514,147,61070.3109447122,25,49,119,"STR",13,131,1394.441712,49.7251314360001,23.7601303593749,1576.0660553541,717.143066345248,8e-04,0.000992463054187192,0.175,0.18115763546798,3559.33397035008
514,155,61492.9478972228,25,51,127,"STR",13,131,1331.872368,53.1144778703999,1.685728546875,1576.0660553541,717.143066345248,8e-04,0.000992463054187192,0.175,0.18115763546798,2554.05470091264
514,157,62764.416,25,52,131,"STR",13,131,1187.91228,46.89348,47.3702508984375,1576.0660553541,717.143066345248,8e-04,0.000992463054187192,0.175,0.18115763546798,23854.9142513664
514,267,12874.752,0,5,131,"CHB",13,131,661.717752,59.7072793152,55.1930619609375,1576.0660553541,568.96521952859,8e-04,0.000868088235294118,0.175,0.175367647058824,0
514,270,24565.570005768,0,5,144,"DRN",13,131,1180.996368,57.0158581296,27.9507672187501,1576.0660553541,568.96521952859,8e-04,0.000868088235294118,0.175,0.175367647058824,457.84996429824
557,5,59021.470740756,2,47,116,"STR",14,132,1122.7308,67.6961098704001,61.6356796875,1641.29570216298,568.96521952859,0.00071,0.000868088235294118,0.175,0.175367647058824,24.8823475513344
557,8,60666.0786996115,2,49,118,"STR",14,132,812.624232,41.6935770648001,57.6965445000001,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,17.089105434624
557,37,28968.192,10,32,132,"STR",14,132,1189.698408,47.1556079999998,42.0612956953123,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,65.2091045750784
557,38,41030.3823004173,10,37,121,"STR",14,132,1109.276928,11.9359829351999,16.9863164765625,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,229.069464956928
557,53,53714.4929689772,20,47,137,"STR",14,132,1221.492096,43.0438410647998,38.7906309609373,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,11180.5612775424
557,60,34815.4338711619,15,26,150,"STR",14,132,1029.519912,73.2404218703999,76.675077234375,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,4670.96863997952
557,77,50891.9257872602,25,24,162,"STR",14,132,963.692256,55.388256,72.96426225,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,677.070517856256
557,123,62681.8312063369,25,48,113,"STR",14,132,545.844984,9.67131131519989,25.1101086093749,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,3465.33987704832
557,126,60473.6571723129,25,48,116,"STR",14,132,1118.911656,73.3867109352,70.4726561953125,1641.29570216298,700.362645893324,0.00071,0.000818583333333333,0.175,0.175,1110.83198736384
557,134,60666.0786996115,25,49,118,"STR",14,132,1103.927688,48.1614330647999,53.0886858515623,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,13493.8915670016
557,147,60086.9655233844,25,49,119,"STR",14,132,1067.696112,72.1278570648001,62.1855430546875,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,3559.33397035008
557,155,60086.9655233844,25,51,127,"STR",14,132,1216.667112,74.9168218704001,59.5273239140624,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,2554.05470091264
557,157,61176.2439140842,25,52,131,"STR",14,132,1237.920816,48.6826709351999,42.0907755703124,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,23854.9142513664
557,267,14484.096,0,5,132,"CHB",14,132,1187.91228,46.89348,47.3702508984375,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,0
557,270,24140.16,0,5,144,"DRN",14,132,1398.245616,42.5562354360002,20.6381687343751,1641.29570216298,1150.7924039986,0.00071,0.00162817796610169,0.175,0.185699152542373,457.84996429824
640,3,50815.5305591213,2,47,109,"STR",16,115,611.773224,53.5929690648001,53.445554859375,2652.69756774562,1150.7924039986,0.00077,0.00162817796610169,0.175,0.185699152542373,12.1710711932928
640,5,49915.614412158,2,47,116,"STR",16,115,514.785864,39.9074640000001,30.151036265625,2652.69756774562,1150.7924039986,0.00077,0.00162817796610169,0.175,0.185699152542373,24.8823475513344
640,8,53327.3564425327,2,49,118,"STR",16,115,1379.777784,82.8537840000001,26.2989476718751,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,17.089105434624
640,36,52123.8671602795,2,48,110,"STR",16,115,1322.600352,43.354752,23.9746512187498,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,12.1750846046208
640,37,37570.5139721713,10,32,132,"STR",16,115,1117.860096,11.8323509352001,71.2103079140625,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,65.2091045750784
640,38,34740.9622695828,10,37,120,"STR",16,115,1410.12672,67.6961394360001,29.235826640625,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,1496.92215711744
640,68,48414.2462489511,25,44,104,"STR",16,115,1072.77408,50.9625898704001,43.9879829296876,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,4623.28931340288
640,119,52123.8671602795,25,48,110,"STR",16,115,766.733544,26.4962341296,48.9434594296876,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,264.04233126912
640,123,51599.4939648192,25,48,113,"STR",16,115,1032.787368,64.8949679999999,53.9691232734375,2652.69756774562,1269.47612688746,0.00077,0.00111439655172414,0.175,0.185021551724138,3465.33987704832
640,126,51499.008,25,48,115,"STR",16,115,994.47096,26.6090698703999,31.2536234765624,2652.69756774562,1265.32533068417,0.00077,0.00109454148471616,0.175,0.184497816593886,4541.01438117888
640,134,53205.7985993749,25,49,117,"STR",16,115,1277.758176,58.7105759999999,29.8662715078126,2652.69756774562,1265.32533068417,0.00077,0.00109454148471616,0.175,0.184497816593886,4369.88252215296
640,147,53327.3564425327,25,49,118,"STR",16,115,695.864496,34.5703861296,45.5358192421875,2652.69756774562,1265.32533068417,0.00077,0.00109454148471616,0.175,0.184497816593886,3542.6381792256
640,155,58159.4744826569,25,51,124,"STR",16,115,597.328752,53.0168970648,44.7167153789062,2652.69756774562,1265.32533068417,0.00077,0.00109454148471616,0.175,0.184497816593886,689.536173441024
