row,col,SegNum,ReachNum,BC,width,cond,cond_total
74,106,65,7,STR,10,0.1034,0.1034
74,107,65,8,STR,10,0.079457,0.079457
75,107,65,9,STR,10,0.18823,0.18823
75,108,65,10,STR,10,0.018749,0.018749
76,108,65,11,STR,10,0.18446,0.18446
77,108,65,12,STR,10,0.1573,0.1573
77,109,65,13,STR,10,0.01479,0.01479
78,109,65,14,STR,10,0.13807,0.488287
65,132,66,1,STR,2,0.0059368,0.0059368
66,132,66,2,STR,2,0.0019373,0.0019373
66,133,66,3,STR,2,0.021019,0.021019
66,134,66,4,STR,2,0.0051094,0.0055096
67,134,66,5,STR,2,0.0043637,0.025003701
66,134,66,6,STR,2,4.002e-4,0.0055096
67,134,66,7,STR,2,0.02064,0.025003701
68,134,66,8,STR,2,0.0019036,0.0019036
68,135,66,9,STR,2,0.023279,0.023279
68,136,66,10,STR,2,0.0017664,0.0017664
69,136,66,11,STR,2,0.022958,0.022958
70,136,66,12,STR,2,0.0088424,0.0088424
70,137,66,13,STR,2,0.010496,0.010496
71,137,66,14,STR,2,0.011593,0.011593
71,138,66,15,STR,2,0.016005,0.016650701
70,138,66,16,STR,2,0.0034642,0.0065555
71,138,66,17,STR,2,6.457e-4,0.016650701
70,138,66,18,STR,2,0.0030913,0.0065555
70,139,66,19,STR,2,0.017304,0.017304
70,140,66,20,STR,2,0.01565,0.0359357
77,291,67,1,STR,15,0.12663,0.50766
78,291,67,2,STR,15,0.46977,3.57777
78,292,67,3,STR,15,0.56846,0.56846
79,292,67,4,STR,15,0.21438,3.7277799
44,103,68,1,STR,25,0.42648,0.42648
44,104,68,2,STR,25,0.57598,0.57598
45,104,68,3,STR,25,0.14655,0.14655
45,105,68,4,STR,25,0.56354,0.56354
46,105,68,5,STR,25,0.48526,0.48526
46,106,68,6,STR,25,0.64854,0.64854
47,106,68,7,STR,25,0.083124,0.083124
47,107,68,8,STR,25,0.7948,0.7948
47,108,68,9,STR,25,0.38334,0.383577
48,108,68,10,STR,25,0.21789,0.21877599
48,109,68,11,STR,25,0.25282,0.7033919
57,149,69,1,STR,20,0.36655,2.8856158
57,150,69,2,STR,20,1.6811,4.27387
57,149,69,3,STR,20,0.15048,2.8856158
69,176,70,1,STR,2,0.0042819,0.0042819
69,177,70,2,STR,2,0.0071099,0.020838901
69,178,70,3,STR,2,0.0052476,5.3218675
56,192,71,1,STR,2,0.0056697,0.0062667
56,193,71,2,STR,2,2.688e-4,0.0026001
56,192,71,3,STR,2,5.97e-4,0.0062667
55,192,71,4,STR,2,2.807e-4,2.807e-4
55,193,71,5,STR,2,0.0068148,0.0068148
56,193,71,6,STR,2,0.0023313,0.0026001
56,194,71,7,STR,2,0.0012985,0.0012985
55,194,71,8,STR,2,0.0056104,0.0056104
55,195,71,9,STR,2,0.0013666,0.0028244
56,195,71,10,STR,2,0.0040091,0.0040091
55,195,71,11,STR,2,0.0014578,0.0028244
55,196,71,12,STR,2,0.0021125,0.8164625
56,196,71,13,STR,2,4.708e-4,0.81505084
78,254,72,1,STR,15,0.040511,0.35626101
78,253,72,2,STR,15,0.23921,1.6368101
79,253,72,3,STR,15,0.11713,3.83963
29,179,73,1,STR,2,0.059693,0.059693
30,179,73,2,STR,2,0.066655,0.066655
31,179,73,3,STR,2,0.037623,0.050648
31,180,73,4,STR,2,7.99e-4,0.80066496
31,179,73,5,STR,2,0.013025,0.050648
31,180,73,6,STR,2,0.016566,0.80066496
32,180,73,7,STR,2,0.07212,0.91108
33,180,73,8,STR,2,0.01938,0.802212
27,181,74,1,STR,10,0.62744,0.62744
28,181,74,2,STR,10,0.15573,0.15573
28,180,74,3,STR,10,0.78343,0.78343
29,180,74,4,STR,10,0.79469,0.79469
30,180,74,5,STR,10,0.81686,0.81686
31,180,74,6,STR,10,0.7833,0.80066496
32,180,74,7,STR,10,0.83896,0.91108
33,180,74,8,STR,10,0.070202,0.802212
39,174,75,1,STR,5,0.10473,0.28421
39,175,75,2,STR,5,0.083743,0.92208004
78,257,76,1,STR,2,0.0025737,3.8127878
78,258,76,2,STR,2,0.0031753,2.9462333
24,162,77,1,STR,25,0.036139,0.12049
25,162,77,2,STR,25,0.14076,0.24196
24,162,77,3,STR,25,0.084351,0.12049
25,162,77,4,STR,25,0.1012,0.24196
25,163,77,5,STR,25,0.99455,0.99455
26,163,77,6,STR,25,0.20427,0.20427
26,164,77,7,STR,25,0.90944,0.90944
27,164,77,8,STR,25,0.25817,0.25817
27,165,77,9,STR,25,0.9427,0.9427
28,165,77,10,STR,25,0.27513,0.27513
28,166,77,11,STR,25,0.88985,0.88985
28,167,77,12,STR,25,0.21062,0.21062
29,167,77,13,STR,25,1.0742,1.0742
29,168,77,14,STR,25,0.77397,0.77397
30,168,77,15,STR,25,0.32564,0.32564
30,169,77,16,STR,25,1.0521,1.0521
31,169,77,17,STR,25,0.055904,0.055904
31,170,77,18,STR,25,1.1424,1.1424
31,171,77,19,STR,25,0.13457,0.13457
32,171,77,20,STR,25,0.68857,0.68857
32,172,77,21,STR,25,0.78228,0.78228
32,173,77,22,STR,25,0.9579,0.9579
32,174,77,23,STR,25,0.29469,0.29469
33,174,77,24,STR,25,0.99118,0.99118
33,175,77,25,STR,25,0.0014555,0.0014555
34,175,77,26,STR,25,0.87343,0.87343
35,175,77,27,STR,25,1.1485,1.1485
36,175,77,28,STR,25,0.76122,0.76122
36,176,77,29,STR,25,0.1797,0.1797
37,176,77,30,STR,25,0.94086,0.96086895
52,198,78,1,STR,10,0.046625,0.046625
53,198,78,2,STR,10,0.025098,0.025098
53,199,78,3,STR,10,0.020595,0.037035
54,199,78,4,STR,10,0.010819,0.0153336
53,199,78,5,STR,10,0.01644,0.037035
54,199,78,6,STR,10,0.0045146,0.0153336
54,200,78,7,STR,10,0.049289,0.049289
54,201,78,8,STR,10,0.0075432,0.0075432
55,201,78,9,STR,10,0.057353,0.057353
56,201,78,10,STR,10,0.0020076,0.0024977
56,202,78,11,STR,10,0.010158,0.054245997
56,201,78,12,STR,10,4.901e-4,0.0024977
56,202,78,13,STR,10,0.044088,0.054245997
57,202,78,14,STR,10,0.012192,0.012192
57,203,78,15,STR,10,0.036115,0.037836697
57,204,78,16,STR,10,0.0047863,0.0357793
57,203,78,17,STR,10,0.0017217,0.037836697
57,204,78,18,STR,10,0.030993,0.0357793
58,204,78,19,STR,10,0.027098,0.027098
58,205,78,20,STR,10,0.016182,0.016182
59,205,78,21,STR,10,0.042739,0.042739
59,206,78,22,STR,10,0.0042752,0.0042752
60,206,78,23,STR,10,0.050478,0.050478
61,206,78,24,STR,10,0.013041,0.013041
61,207,78,25,STR,10,0.036071,0.036071
62,207,78,26,STR,10,0.01806,0.01806
62,208,78,27,STR,10,0.024517,0.962817
46,204,79,1,STR,2,0.0011139,0.0011139
47,204,79,2,STR,2,0.077803,0.077803
48,204,79,3,STR,2,0.0068253,0.0068253
48,205,79,4,STR,2,0.05495,0.3562603
48,205,80,1,STR,15,0.2996,0.3562603
49,205,80,2,STR,15,0.73421,0.73421
50,205,80,3,STR,15,0.38155,0.49353
50,206,80,4,STR,15,0.039311,0.085864
50,205,80,5,STR,15,0.11198,0.49353
50,206,80,6,STR,15,0.046553,0.085864
51,206,80,7,STR,15,0.11045,0.34631002
51,205,80,8,STR,15,0.21741,0.29598498
51,206,80,9,STR,15,0.23586,0.34631002
51,205,80,10,STR,15,0.038275000000000003,0.29598498
52,205,80,11,STR,15,0.18144,0.93176997
52,206,80,12,STR,15,0.45308,0.669705
49,202,81,1,STR,15,0.1567,0.207386
50,202,81,2,STR,15,0.15936,0.38345
49,202,81,3,STR,15,0.050686,0.207386
50,202,81,4,STR,15,0.22409,0.38345
50,203,81,5,STR,15,0.10494,0.7097
49,203,81,6,STR,15,0.036421,0.036421
50,203,81,7,STR,15,0.60476,0.7097
50,204,81,8,STR,15,0.17109,0.17109
51,204,81,9,STR,15,0.73473,0.73473
51,205,81,10,STR,15,0.0403,0.29598498
52,205,81,11,STR,15,0.75033,0.93176997
52,206,81,12,STR,15,0.12287,0.669705
54,215,82,1,STR,10,0.066125,0.0705733
54,214,82,2,STR,10,0.013844,0.013844
54,215,82,3,STR,10,0.0044483,0.0705733
55,215,82,4,STR,10,0.0063217,0.0423637
55,214,82,5,STR,10,0.016385,0.126205
55,215,82,6,STR,10,0.036042,0.0423637
55,214,82,7,STR,10,0.10982,0.126205
56,214,82,8,STR,10,0.16753,0.16753
57,214,82,9,STR,10,0.1349,0.1349
58,214,82,10,STR,10,0.076441,0.097569995
58,213,82,11,STR,10,0.026495,0.03731
58,214,82,12,STR,10,0.021129,0.097569995
58,213,82,13,STR,10,0.010815,0.03731
59,213,82,14,STR,10,0.026691,0.026691
59,214,82,15,STR,10,0.11607,0.11607
60,214,82,16,STR,10,0.014588,0.139588
60,213,82,17,STR,10,0.022606,0.022606
60,214,82,18,STR,10,0.125,0.139588
61,214,82,19,STR,10,0.15928,0.15928
62,214,82,20,STR,10,0.12486,0.12486
62,215,82,21,STR,10,0.047031,0.047031
63,215,82,22,STR,10,0.047795,3.965695
61,218,83,1,STR,2,0.0029554,0.0029554
62,218,83,2,STR,2,0.0064852,0.0064852
63,218,83,3,STR,2,0.0067091,0.0067091
64,218,83,4,STR,2,0.0065124,0.0065124
64,219,83,5,STR,2,5.301e-4,5.301e-4
65,219,83,6,STR,2,0.0017791,3.45651
62,224,84,1,STR,2,0.0032109,0.0032109
63,224,84,2,STR,2,0.0067854,0.0067854
64,224,84,3,STR,2,0.0016706,0.0038236002
64,223,84,4,STR,2,0.0039784,0.0039784
64,224,84,5,STR,2,0.002153,0.0038236002
65,224,84,6,STR,2,0.0068312,0.0068312
66,224,84,7,STR,2,0.0047725,3.2853806
66,225,84,8,STR,2,7.62e-5,1.9807272
48,219,85,1,STR,2,0.12293,0.12293
49,219,85,2,STR,2,0.12767,0.12767
50,219,85,3,STR,2,0.14382,0.14382
51,219,85,4,STR,2,0.092731,0.092731
51,218,85,5,STR,2,0.039214,0.039214
52,218,85,6,STR,2,0.015025,0.015025
52,219,85,7,STR,2,0.17427,0.17427
52,220,85,8,STR,2,0.02453,0.02453
53,220,85,9,STR,2,0.16719,0.16719
54,220,85,10,STR,2,0.060825,0.18679
50,221,86,1,STR,2,0.047483,0.16709991
51,221,86,2,STR,2,0.074059,0.101731
51,222,86,3,STR,2,0.033722,0.033722
51,221,86,4,STR,2,0.027672,0.101731
52,221,86,5,STR,2,0.13193,0.13193
53,221,86,6,STR,2,0.16744,0.16744
54,221,86,7,STR,2,0.047132,0.0538919
54,220,86,8,STR,2,0.016565,0.18679
55,229,87,1,STR,2,0.039511,0.039511
56,229,87,2,STR,2,0.099274,0.099274
56,230,87,3,STR,2,0.035781,0.035781
57,230,87,4,STR,2,0.13818,0.13818
58,230,87,5,STR,2,0.13036,0.13036
59,230,87,6,STR,2,0.13829,0.13829
60,230,87,7,STR,2,0.14266,0.14266
61,230,87,8,STR,2,0.041083,0.165445
76,262,88,1,STR,15,0.089014,0.492454
77,262,88,2,STR,15,0.36258,1.61798
77,263,88,3,STR,15,0.43889,0.43889
78,263,88,4,STR,15,0.37267,3.94509
146,166,89,1,STR,10,0.046157,0.046157
147,166,89,2,STR,10,0.035815,0.035815
147,167,89,3,STR,10,0.083138,0.083138
147,168,89,4,STR,10,0.061598,0.061598
148,168,89,5,STR,10,0.026277,0.026277
148,169,89,6,STR,10,0.10202,0.10202
148,170,89,7,STR,10,0.015775,0.015775
149,170,89,8,STR,10,0.088098,0.088098
149,171,89,9,STR,10,0.030371,0.030371
150,171,89,10,STR,10,0.058745,0.058745
150,172,89,11,STR,10,0.08214,0.08214
150,173,89,12,STR,10,0.053771,0.053771
151,173,89,13,STR,10,0.037998,0.037998
151,174,89,14,STR,10,0.089019,0.089019
151,175,89,15,STR,10,0.011381,0.011381
152,166,90,1,STR,10,0.040662,0.040662
152,167,90,2,STR,10,0.07804,0.07804
152,168,90,3,STR,10,0.017799,0.017799
153,168,90,4,STR,10,0.065987,0.065987
153,169,90,5,STR,10,0.073534,0.073534
142,177,91,1,STR,40,0.16997,0.16997
142,178,91,2,STR,40,1.3108,1.3108
142,179,91,3,STR,40,1.2883,1.2883
142,180,91,4,STR,40,1.6487,1.6487
142,181,91,5,STR,40,0.4494,1.03409
143,181,91,6,STR,40,0.54305,0.54305
142,181,91,7,STR,40,0.58469,1.03409
142,182,91,8,STR,40,1.4869,1.4869
141,182,91,9,STR,40,0.60524,0.60524
141,183,91,10,STR,40,1.4943,1.4943
141,184,91,11,STR,40,1.3176,1.3176
141,185,91,12,STR,40,1.2435,1.2435
141,186,91,13,STR,40,1.3063,1.3063
141,187,91,14,STR,40,1.4243,1.4243
141,188,91,15,STR,40,1.4944,1.4944
141,189,91,16,STR,40,1.4049,1.4049
141,190,91,17,STR,40,1.3325,1.3325
141,191,91,18,STR,40,0.80426,0.80426
150,191,92,1,STR,25,0.6178,0.6178
150,192,92,2,STR,25,0.39465,0.39465
151,192,92,3,STR,25,0.48361,0.48361
151,193,92,4,STR,25,0.77156,0.77156
151,194,92,5,STR,25,0.76588,0.76588
151,195,92,6,STR,25,0.86028,0.86028
151,196,92,7,STR,25,0.3827,0.3827
152,196,92,8,STR,25,0.73626,0.73626
152,197,92,9,STR,25,0.3543,0.3543
153,197,92,10,STR,25,0.6164,0.6164
153,198,92,11,STR,25,0.828,0.828
153,199,92,12,STR,25,0.61979,0.61979
154,199,92,13,STR,25,0.16275,0.16275
154,200,92,14,STR,25,0.77689,0.77689
154,201,92,15,STR,25,0.86102,0.86102
154,202,92,16,STR,25,0.87337,0.87337
154,203,92,17,STR,25,0.82311,0.82311
154,204,92,18,STR,25,0.78651,0.78651
154,205,92,19,STR,25,0.79077,0.79077
154,206,92,20,STR,25,0.53659,0.66176
153,206,92,21,STR,25,0.23581,0.23581
154,206,92,22,STR,25,0.12517,0.66176
154,207,92,23,STR,25,0.6949,0.6949
153,207,92,24,STR,25,0.1839,0.1839
153,208,92,25,STR,25,0.26762,0.26762
154,208,92,26,STR,25,0.72634,0.72634
154,209,92,27,STR,25,0.53205,0.53205
153,209,92,28,STR,25,0.46986,0.46986
153,210,92,29,STR,25,0.4869,0.4869
154,210,92,30,STR,25,0.49942,0.49942
154,211,92,31,STR,25,0.14059,0.14059
153,211,92,32,STR,25,0.65407,0.65407
153,212,92,33,STR,25,0.39418,0.39418
154,212,92,34,STR,25,0.38647,0.38647
154,213,92,35,STR,25,0.79501,0.79501
154,214,92,36,STR,25,0.79469,0.79469
155,214,92,37,STR,25,0.20573,0.20573
155,215,92,38,STR,25,0.88519,0.88519
155,216,92,39,STR,25,0.39908,0.39908
73,244,93,1,STR,2,0.0049393,0.0049393
74,244,93,2,STR,2,0.0072656,0.0072656
75,244,93,3,STR,2,0.006377,0.006377
76,244,93,4,STR,2,0.0070392,0.0070392
77,244,93,5,STR,2,0.0076245,0.0076245
78,244,93,6,STR,2,0.0066577,0.1703477
78,245,93,7,STR,2,4.296e-4,2.7258697
74,242,94,1,STR,2,0.0017422,0.0017422
75,242,94,2,STR,2,0.0068481,0.0068481
76,242,94,3,STR,2,0.0065882,0.0065882
77,242,94,4,STR,2,0.0067629,0.0067629
78,242,94,5,STR,2,0.0037953,4.157585
65,226,95,1,STR,2,0.0020934,0.0020934
66,226,95,2,STR,2,0.0064958,1.9432958
67,226,95,3,STR,2,3.831e-4,1.2313831
96,75,96,1,STR,25,0.59699,0.59699
96,76,96,2,STR,25,0.84916,0.84916
96,77,96,3,STR,25,0.35192,0.48825002
97,77,96,4,STR,25,0.41599,0.41599
96,77,96,5,STR,25,0.13633,0.48825002
96,78,96,6,STR,25,0.25597,0.25597
97,78,96,7,STR,25,0.76304,0.76304
97,79,96,8,STR,25,1.0051,1.0051
97,80,96,9,STR,25,0.89803,0.89803
97,81,96,10,STR,25,0.28886,0.28886
96,81,96,11,STR,25,0.59619,0.59619
96,82,96,12,STR,25,0.81982,0.81982
95,82,96,13,STR,25,0.22948,0.22948
95,83,96,14,STR,25,0.10146,0.3987
96,83,96,15,STR,25,0.48389,0.48389
95,83,96,16,STR,25,0.29724,0.3987
95,84,96,17,STR,25,0.73735,0.73735
94,84,96,18,STR,25,0.77813,0.77813
94,85,96,19,STR,25,0.12601,0.12601
93,85,96,20,STR,25,1.0756,1.0756
92,85,96,21,STR,25,0.28333,0.28333
92,86,96,22,STR,25,0.89551,0.89551
92,87,96,23,STR,25,1.1047,1.1047
92,88,96,24,STR,25,0.72942,0.72942
91,88,96,25,STR,25,0.1405,0.1405
91,89,96,26,STR,25,1.0213,1.0213
91,90,96,27,STR,25,0.64817,0.64817
90,90,96,28,STR,25,0.21302,0.21302
90,91,96,29,STR,25,0.89003,0.89003
89,91,96,30,STR,25,0.28654,0.28654
89,92,96,31,STR,25,0.82697,0.82697
89,93,96,32,STR,25,0.67037,0.67037
88,93,96,33,STR,25,0.34136,0.34136
88,94,96,34,STR,25,0.85273,0.85273
87,94,96,35,STR,25,0.26252,0.26252
87,95,96,36,STR,25,0.88442,0.88442
87,96,96,37,STR,25,0.88372,0.88372
86,96,96,38,STR,25,0.064203,0.064203
86,97,96,39,STR,25,0.85449,0.85449
85,97,96,40,STR,25,0.57435,0.57435
85,98,96,41,STR,25,0.47986,0.47986
84,98,96,42,STR,25,0.88542,0.88542
83,98,96,43,STR,25,1.143,1.143
82,98,96,44,STR,25,0.13253,0.13253
82,99,96,45,STR,25,0.81637,0.81637
82,100,96,46,STR,25,0.95262,0.95262
81,100,96,47,STR,25,0.016998,0.016998
81,101,96,48,STR,25,0.97414,0.97414
80,101,96,49,STR,25,0.42556,0.42556
80,102,96,50,STR,25,0.68046,0.68046
79,102,96,51,STR,25,0.56859,0.56859
79,103,96,52,STR,25,0.97172,1.045027
117,69,97,1,STR,30,0.44948,0.44948
117,70,97,2,STR,30,0.73488,0.73488
116,70,97,3,STR,30,3.3963,3.3963
116,71,97,4,STR,30,0.85149,0.85149
115,71,97,5,STR,30,3.3159,3.3159
115,72,97,6,STR,30,1.9447,1.9447
114,72,97,7,STR,30,4.0835,4.0835
114,73,97,8,STR,30,3.3935,3.3935
114,74,97,9,STR,30,1.6261,1.6261
113,74,97,10,STR,30,2.0398,2.0398
113,75,97,11,STR,30,3.6078,3.6078
113,76,97,12,STR,30,1.5823,1.5823
112,76,97,13,STR,30,3.6788,3.6788
112,77,97,14,STR,30,0.18048,0.18048
111,77,97,15,STR,30,3.7025,3.7025
111,78,97,16,STR,30,2.407,2.87296
110,78,97,17,STR,30,1.2659,1.2659
111,78,97,18,STR,30,0.46596,2.87296
111,79,97,19,STR,30,1.3185,1.3185
110,79,97,20,STR,30,3.0805,3.0805
110,80,97,21,STR,30,3.2779,3.2779
110,81,97,22,STR,30,3.023,3.023
109,81,97,23,STR,30,0.94069,0.94069
109,82,97,24,STR,30,4.7656,4.7656
109,83,97,25,STR,30,1.1824,1.1824
108,83,97,26,STR,30,3.4714,3.4714
108,84,97,27,STR,30,3.7076,3.7076
108,85,97,28,STR,30,2.3502,2.3502
107,85,97,29,STR,30,1.3775,1.3775
107,86,97,30,STR,30,3.7842,3.7842
107,87,97,31,STR,30,3.5374,3.5374
107,88,97,32,STR,30,1.7763,5.1881
117,83,98,1,STR,10,0.050577,0.050577
116,83,98,2,STR,10,0.37099,0.37099
115,83,98,3,STR,10,0.16048,0.16048
115,84,98,4,STR,10,0.29774,0.29774
114,84,98,5,STR,10,0.34532,0.34532
113,84,98,6,STR,10,0.10053,0.14052999
113,85,98,7,STR,10,0.067875,0.324485
113,84,98,8,STR,10,0.04,0.14052999
113,85,98,9,STR,10,0.25661,0.324485
112,85,98,10,STR,10,0.19558,0.238552
112,86,98,11,STR,10,0.021242,0.300782
112,85,98,12,STR,10,0.042972,0.238552
112,86,98,13,STR,10,0.27954,0.300782
111,86,98,14,STR,10,0.38829,0.38829
111,87,98,15,STR,10,0.048272,0.048272
110,87,98,16,STR,10,0.39323,0.488448
133,175,99,1,STR,30,0.64841,0.64841
133,176,99,2,STR,30,0.12445,0.52865
134,176,99,3,STR,30,0.047111,0.682831
133,176,99,4,STR,30,0.4042,0.52865
134,176,99,5,STR,30,0.63572,0.682831
134,177,99,6,STR,30,0.75407,0.97643995
133,177,99,7,STR,30,0.54377,0.54377
134,177,99,8,STR,30,0.22237,0.97643995
134,178,99,9,STR,30,0.017162,0.017162
133,178,99,10,STR,30,1.2827,1.56405
133,179,99,11,STR,30,0.32738,1.76808
133,178,99,12,STR,30,0.28135,1.56405
133,179,99,13,STR,30,1.4407,1.76808
133,180,99,14,STR,30,0.77997,0.77997
132,180,99,15,STR,30,1.226,1.226
132,181,99,16,STR,30,0.068352,0.068352
131,181,99,17,STR,30,1.2496,1.2496
131,182,99,18,STR,30,1.143,1.143
131,183,99,19,STR,30,1.3094,1.3094
131,184,99,20,STR,30,0.75299,0.75299
130,184,99,21,STR,30,0.82449,0.82449
130,185,99,22,STR,30,1.0432,1.0432
130,186,99,23,STR,30,1.3708,1.3708
130,187,99,24,STR,30,0.39719,0.62335
131,187,99,25,STR,30,0.57001,0.57001
130,187,99,26,STR,30,0.22616,0.62335
130,188,99,27,STR,30,1.0552,1.0552
130,189,99,28,STR,30,1.07,1.07
129,189,99,29,STR,30,0.43555,0.43555
129,190,99,30,STR,30,0.56043,0.56043
128,190,99,31,STR,30,0.416,0.6927732
69,306,100,1,STR,2,0.0025794,0.0025794
69,307,100,2,STR,2,0.0063253,0.0063253
69,308,100,3,STR,2,0.005409,0.005409
70,308,100,4,STR,2,0.0031717,0.0031717
70,309,100,5,STR,2,0.0065586,0.0065586
70,310,100,6,STR,2,0.0050359,0.0050359
69,310,100,7,STR,2,0.0025223,0.0025223
69,311,100,8,STR,2,0.0081085,0.0081085
69,312,100,9,STR,2,0.0085292,0.0085292
69,313,100,10,STR,2,0.0050084,0.0050084
68,313,100,11,STR,2,0.0026214,0.0026214
68,314,100,12,STR,2,0.0077814,0.0077814
68,315,100,13,STR,2,0.0070822,0.0070822
68,316,100,14,STR,2,0.0022282,0.0022282
67,316,100,15,STR,2,0.0051106,0.0051106
67,317,100,16,STR,2,0.0079854,0.0079854
67,318,100,17,STR,2,0.0031833,0.0031833
66,318,100,18,STR,2,2.992e-4,2.992e-4
80,314,101,1,STR,2,0.0038395,0.0038395
81,314,101,2,STR,2,0.0017356,0.0017356
81,315,101,3,STR,2,0.0039733,0.0113928
81,293,102,1,STR,2,0.002788,0.002788
80,293,102,2,STR,2,2.79e-4,2.79e-4
80,294,102,3,STR,2,0.0084067,0.0084067
79,294,102,4,STR,2,0.0015959,3.1625473
79,295,102,5,STR,2,0.0051929,2.586243
75,303,103,1,STR,2,0.002554,0.002554
76,303,103,2,STR,2,0.0069409,0.0069409
77,303,103,3,STR,2,0.0084805,0.0084805
78,303,103,4,STR,2,0.0042743,0.0053335
78,304,103,5,STR,2,8.378e-4,0.0032286001
78,303,103,6,STR,2,0.0010592,0.0053335
78,304,103,7,STR,2,0.0023908000000000002,0.0032286001
79,304,103,8,STR,2,7.46e-4,0.0045315
79,303,103,9,STR,2,0.0016754,0.0030043
79,304,103,10,STR,2,0.0011836,0.0045315
79,303,103,11,STR,2,0.0013289,0.0030043
79,304,103,12,STR,2,0.0026019,0.0045315
80,304,103,13,STR,2,0.0013703,0.7341922
80,303,103,14,STR,2,0.0015838,3.8668838
80,304,103,15,STR,2,0.0049006,0.7341922
81,304,103,16,STR,2,2.555e-4,3.1984556
80,304,103,17,STR,2,9.963e-4,0.7341922
72,296,104,1,STR,2,0.0015127,0.002498
72,297,104,2,STR,2,7.34e-5,7.34e-5
72,296,104,3,STR,2,9.853e-4,0.002498
73,296,104,4,STR,2,0.0019176,0.0019176
73,297,104,5,STR,2,0.0080064,0.0087069
73,298,104,6,STR,2,8.107e-4,8.107e-4
73,297,104,7,STR,2,7.005e-4,0.0087069
74,297,104,8,STR,2,1.6e-4,1.6e-4
74,298,104,9,STR,2,0.0090604,0.0096424
74,299,104,10,STR,2,5.253e-4,0.0014243
74,298,104,11,STR,2,5.82e-4,0.0096424
74,299,104,12,STR,2,8.99e-4,0.0014243
75,299,104,13,STR,2,0.0092777,0.0092777
75,300,104,14,STR,2,0.0011545,0.0011545
76,300,104,15,STR,2,0.0072046,0.0072046
77,300,104,16,STR,2,0.0041318,0.0041318
77,301,104,17,STR,2,0.008194,0.008194
78,301,104,18,STR,2,0.011442,0.011442
79,301,104,19,STR,2,0.0079673,0.0079673
80,301,104,20,STR,2,1.902e-4,4.14259
80,302,104,21,STR,2,0.0016935,4.3868423
79,302,104,22,STR,2,0.0049893,0.0049893
80,302,104,23,STR,2,9.987e-4,4.3868423
71,272,105,1,STR,20,0.012865,0.16759501
72,272,105,2,STR,20,0.016254,0.92241967
71,272,106,1,STR,2,0.15473,0.16759501
72,272,106,2,STR,2,0.1243,0.92241967
94,142,107,1,STR,10,0.0093019,0.0093019
93,142,107,2,STR,10,0.024276,0.024276
93,143,107,3,STR,10,0.03886,0.03886
93,144,107,4,STR,10,0.043017,0.043017
93,145,107,5,STR,10,0.025103,0.026878001
92,145,107,6,STR,10,0.0092152,0.0092152
93,145,107,7,STR,10,0.001775,0.026878001
93,146,107,8,STR,10,0.0081647,0.0251828
92,146,107,9,STR,10,0.0050283,0.0107914
93,146,107,10,STR,10,0.0024841,0.0251828
92,146,107,11,STR,10,0.0057631,0.0107914
93,146,107,12,STR,10,0.014534,0.0251828
93,147,107,13,STR,10,0.058271,0.058271
93,148,107,14,STR,10,0.01587,0.01587
94,148,107,15,STR,10,0.026315,0.0613142
102,134,108,1,STR,10,0.033372,0.033372
102,135,108,2,STR,10,0.028996,0.028996
101,135,108,3,STR,10,0.019995,0.019995
101,136,108,4,STR,10,0.052568,0.052568
100,136,108,5,STR,10,0.0085644,0.0085644
100,137,108,6,STR,10,0.011529,0.042201
101,137,108,7,STR,10,0.026717,0.026717
100,137,108,8,STR,10,0.030672,0.042201
100,138,108,9,STR,10,0.057409,0.057409
100,139,108,10,STR,10,0.013265,0.013265
99,139,108,11,STR,10,0.036697,0.036697
99,140,108,12,STR,10,0.04293,0.04293
99,141,108,13,STR,10,0.010997,0.010997
98,141,108,14,STR,10,0.033513,0.033513
98,142,108,15,STR,10,0.068152,0.068152
98,143,108,16,STR,10,0.029013,0.029013
97,143,108,17,STR,10,0.039217,0.039217
97,144,108,18,STR,10,0.025739,0.025739
96,144,108,19,STR,10,0.029915,0.029915
96,145,108,20,STR,10,0.02134,0.02134
95,145,108,21,STR,10,0.018459,0.018459
95,146,108,22,STR,10,0.047773,0.047773
95,147,108,23,STR,10,0.023514,0.031845503
94,147,108,24,STR,10,0.0088538,0.0088538
95,147,108,25,STR,10,0.0083315,0.031845503
95,148,108,26,STR,10,0.017452,0.017452
94,148,108,27,STR,10,0.028545,0.0613142
116,121,109,1,STR,10,0.015797,0.015797
116,122,109,2,STR,10,0.037678,0.037678
115,122,109,3,STR,10,0.024143,0.024143
115,123,109,4,STR,10,0.061191,0.061191
115,124,109,5,STR,10,0.031045,0.031045
114,124,109,6,STR,10,0.032505,0.032505
114,125,109,7,STR,10,0.047623,0.047623
114,126,109,8,STR,10,0.042173,0.046952598
113,126,109,9,STR,10,0.010205,0.010205
114,126,109,10,STR,10,0.0047796,0.046952598
114,127,109,11,STR,10,0.013778,0.013778
113,127,109,12,STR,10,0.065128,0.068453
112,127,109,13,STR,10,0.0063743,0.0063743
113,127,109,14,STR,10,0.003325,0.068453
113,128,109,15,STR,10,0.012578,0.012578
112,128,109,16,STR,10,0.030382,0.030382
112,129,109,17,STR,10,0.032399,0.032399
111,129,109,18,STR,10,0.026899,0.029543601
111,130,109,19,STR,10,0.0042192,0.0392022
111,129,109,20,STR,10,0.0026446,0.029543601
