SegNum,kstpkper,leakage_m3d,BC,WellNum,leakage_m3d_baseline,leakage_change_m3d
139,"(1, 784)",377.262,STR,6054,377.017,0.245
179,"(1, 784)",-3359.148,STR,6054,-3361.595,2.447
194,"(1, 784)",-5656.483,STR,6054,-5658.929,2.447
179,"(1, 785)",-824.985,STR,6054,-827.677,2.691
181,"(1, 785)",-3381.167,STR,6054,-3383.614,2.447
198,"(1, 785)",-1269.039,STR,6054,-1272.953,3.915
180,"(1, 786)",9632.168,STR,6054,9629.721,2.447
122,"(1, 787)",142.733,STR,6054,142.709,0.024
125,"(1, 787)",1.838,STR,6054,1.836,0.002
191,"(1, 787)",2237.149,STR,6054,2236.415,0.734
179,"(1, 788)",18525.47,STR,6054,18523.023,2.447
194,"(1, 788)",21610.602,STR,6054,21600.815,9.786
153,"(1, 789)",19560.371,STR,6054,19557.925,2.447
179,"(1, 789)",18640.459,STR,6054,18638.013,2.447
193,"(1, 789)",5316.409,STR,6054,5313.962,2.447
194,"(1, 789)",18126.678,STR,6054,18119.338,7.34
21,"(1, 790)",-872.449,STR,6054,-872.693,0.245
153,"(1, 790)",14009.092,STR,6054,14006.645,2.447
199,"(1, 790)",24088.983,STR,6054,24064.517,24.466
153,"(1, 791)",2559.118,STR,6054,2556.671,2.447
181,"(1, 791)",2314.705,STR,6054,2314.216,0.489
180,"(1, 792)",-5419.165,STR,6054,-5424.058,4.893
181,"(1, 792)",-1045.666,STR,6054,-1047.624,1.957
133,"(1, 793)",-134.562,STR,6054,-134.586,0.024
153,"(1, 793)",-6055.274,STR,6054,-6057.721,2.447
179,"(1, 793)",-2493.06,STR,6054,-2495.507,2.447
181,"(1, 793)",-3050.88,STR,6054,-3053.326,2.447
188,"(1, 793)",-1989.8,STR,6054,-1995.672,5.872
199,"(1, 793)",4971.442,STR,6054,4968.995,2.447
22,"(1, 794)",-80.957,STR,6054,-80.982,0.024
179,"(1, 794)",-3843.57,STR,6054,-3848.463,4.893
188,"(1, 794)",-6099.313,STR,6054,-6104.206,4.893
191,"(1, 794)",-1339.989,STR,6054,-1340.723,0.734
139,"(1, 795)",194.625,STR,6054,194.307,0.318
180,"(1, 795)",-12883.667,STR,6054,-12886.113,2.447
194,"(1, 795)",-8188.688,STR,6054,-8191.135,2.447
133,"(1, 796)",-162.893,STR,6054,-162.917,0.024
180,"(1, 796)",-12663.475,STR,6054,-12665.922,2.447
188,"(1, 796)",-9345.919,STR,6054,-9348.365,2.447
194,"(1, 796)",-8815.012,STR,6054,-8817.458,2.447
198,"(1, 796)",-4482.126,STR,6054,-4484.573,2.447
153,"(1, 797)",434.512,STR,6054,431.576,2.936
188,"(1, 797)",-4509.039,STR,6054,-4513.932,4.893
191,"(1, 797)",-580.817,STR,6054,-581.306,0.489
193,"(1, 797)",-664.735,STR,6054,-666.203,1.468
153,"(1, 798)",10919.067,STR,6054,10916.62,2.447
179,"(1, 798)",7611.297,STR,6054,7608.85,2.447
194,"(1, 798)",16198.777,STR,6054,16196.33,2.447
199,"(1, 799)",28918.523,STR,6054,28894.057,24.466
153,"(1, 800)",14469.048,STR,6054,14466.601,2.447
191,"(1, 800)",2432.63,STR,6054,2431.651,0.979
198,"(1, 800)",2062.708,STR,6054,2060.506,2.202
199,"(1, 800)",7403.338,STR,6054,7400.891,2.447
185,"(1, 801)",5353.107,STR,6054,5350.661,2.447
194,"(1, 801)",32319.263,STR,6054,32294.797,24.466
125,"(1, 802)",6.743,STR,6054,6.738,0.005
153,"(1, 802)",8002.749,STR,6054,7997.855,4.893
188,"(1, 802)",20680.903,STR,6054,20678.457,2.447
200,"(1, 802)",6.138,STR,6054,6.104,0.034
202,"(1, 802)",2967.696,STR,6054,2950.57,17.126
139,"(1, 803)",1733.154,STR,6054,1732.909,0.245
179,"(1, 803)",5548.833,STR,6054,5546.387,2.447
185,"(1, 803)",1394.059,STR,6054,1393.814,0.245
193,"(1, 803)",655.682,STR,6054,654.704,0.979
198,"(1, 803)",5049.732,STR,6054,5047.285,2.447
139,"(1, 804)",1083.588,STR,6054,1083.099,0.489
153,"(1, 804)",-243.703,STR,6054,-243.777,0.073
179,"(1, 804)",1884.352,STR,6054,1883.374,0.979
180,"(1, 804)",-1626.728,STR,6054,-1628.441,1.713
194,"(1, 804)",4494.359,STR,6054,4491.913,2.447
139,"(1, 805)",529.928,STR,6054,529.684,0.245
179,"(1, 805)",-1230.138,STR,6054,-1232.095,1.957
180,"(1, 805)",-7677.354,STR,6054,-7682.247,4.893
185,"(1, 805)",-422.279,STR,6054,-422.768,0.489
188,"(1, 805)",-332,STR,6054,-334.692,2.691
191,"(1, 805)",-849.451,STR,6054,-849.696,0.245
193,"(1, 805)",-1799.946,STR,6054,-1800.19,0.245
198,"(1, 805)",-1857.44,STR,6054,-1859.397,1.957
133,"(1, 806)",-137.962,STR,6054,-137.987,0.024
179,"(1, 806)",-2270.422,STR,6054,-2272.624,2.202
180,"(1, 806)",-9404.636,STR,6054,-9407.083,2.447
191,"(1, 806)",-998.692,STR,6054,-999.426,0.734
199,"(1, 806)",1221.82,STR,6054,1219.618,2.202
139,"(1, 807)",639.29,STR,6054,639.046,0.245
180,"(1, 807)",-7890.206,STR,6054,-7892.653,2.447
194,"(1, 807)",-1275.155,STR,6054,-1276.378,1.223
191,"(1, 808)",-446.011,STR,6054,-446.255,0.245
180,"(1, 809)",4746.357,STR,6054,4743.91,2.447
185,"(1, 809)",6011.236,STR,6054,6008.79,2.447
179,"(1, 810)",10674.409,STR,6054,10671.963,2.447
180,"(1, 810)",18885.117,STR,6054,18882.67,2.447
191,"(1, 810)",1510.76,STR,6054,1510.026,0.734
181,"(1, 811)",5492.562,STR,6054,5490.116,2.447
199,"(1, 811)",20228.287,STR,6054,20213.607,14.679
133,"(1, 812)",-94.976,STR,6054,-95.001,0.024
153,"(1, 812)",14158.333,STR,6054,14153.44,4.893
193,"(1, 812)",4783.055,STR,6054,4780.609,2.447
179,"(1, 813)",14410.33,STR,6054,14407.883,2.447
199,"(1, 813)",22268.731,STR,6054,22249.158,19.573
180,"(1, 814)",13879.423,STR,6054,13874.53,4.893
181,"(1, 814)",3997.704,STR,6054,3995.258,2.447
188,"(1, 814)",19797.689,STR,6054,19795.243,2.447
191,"(1, 814)",1251.179,STR,6054,1250.445,0.734
202,"(1, 814)",18823.952,STR,6054,18787.254,36.699
185,"(1, 815)",798.807,STR,6054,797.584,1.223
191,"(1, 815)",111.319,STR,6054,110.267,1.052
193,"(1, 815)",-182.637,STR,6054,-183.934,1.297
181,"(1, 816)",-1599.571,STR,6054,-1601.039,1.468
185,"(1, 816)",-100.579,STR,6054,-101.19,0.612
191,"(1, 816)",-595.496,STR,6054,-596.475,0.979
193,"(1, 816)",-1402.622,STR,6054,-1402.866,0.245
198,"(1, 816)",-806.636,STR,6054,-807.859,1.223
130,"(1, 817)",-75281.13,STR,6054,-75305.595,24.466
181,"(1, 817)",-2791.543,STR,6054,-2793.989,2.447
188,"(1, 817)",-1307.695,STR,6054,-1307.939,0.245
139,"(1, 818)",427.661,STR,6054,427.417,0.245
153,"(1, 818)",-4768.376,STR,6054,-4770.822,2.447
180,"(1, 818)",-9245.609,STR,6054,-9248.056,2.447
181,"(1, 818)",-3518.176,STR,6054,-3520.622,2.447
193,"(1, 818)",-1904.659,STR,6054,-1904.904,0.245
199,"(1, 818)",2182.59,STR,6054,2181.367,1.223
133,"(1, 819)",-141.29,STR,6054,-141.314,0.024
153,"(1, 819)",-1431.247,STR,6054,-1433.204,1.957
179,"(1, 819)",-976.918,STR,6054,-983.034,6.116
193,"(1, 819)",-900.095,STR,6054,-900.584,0.489
198,"(1, 819)",-843.335,STR,6054,-844.069,0.734
179,"(1, 820)",3483.924,STR,6054,3481.477,2.447
188,"(1, 820)",2825.795,STR,6054,2818.455,7.34
194,"(1, 820)",10848.116,STR,6054,10843.223,4.893
199,"(1, 820)",17402.492,STR,6054,17400.045,2.447
181,"(1, 821)",996.001,STR,6054,995.756,0.245
188,"(1, 821)",9920.864,STR,6054,9918.417,2.447
153,"(1, 822)",14077.596,STR,6054,14075.149,2.447
202,"(1, 822)",13409.681,STR,6054,13407.234,2.447
125,"(1, 823)",0.148,STR,6054,0.148,0
130,"(1, 823)",-48931.511,STR,6054,-48955.977,24.466
194,"(1, 823)",23998.46,STR,6054,23983.78,14.679
133,"(1, 824)",-82.229,STR,6054,-82.254,0.024
181,"(1, 824)",7537.899,STR,6054,7535.453,2.447
194,"(1, 824)",15746.16,STR,6054,15736.374,9.786
153,"(1, 825)",11063.415,STR,6054,11060.968,2.447
22,"(1, 826)",-24.228,STR,6054,-24.231,0.002
179,"(1, 826)",6896.896,STR,6054,6894.45,2.447
185,"(1, 826)",2063.442,STR,6054,2062.463,0.979
191,"(1, 826)",892.021,STR,6054,891.777,0.245
193,"(1, 826)",1062.792,STR,6054,1061.569,1.223
198,"(1, 826)",11709.311,STR,6054,11706.864,2.447
202,"(1, 826)",9556.324,STR,6054,9536.751,19.573
188,"(1, 827)",9309.22,STR,6054,9304.327,4.893
191,"(1, 828)",-644.917,STR,6054,-646.141,1.223
194,"(1, 828)",855.812,STR,6054,855.078,0.734
139,"(1, 829)",464.605,STR,6054,464.115,0.489
180,"(1, 829)",-8362.395,STR,6054,-8364.842,2.447
185,"(1, 829)",-359.157,STR,6054,-359.647,0.489
191,"(1, 829)",-888.841,STR,6054,-889.575,0.734
194,"(1, 829)",-2348.468,STR,6054,-2353.606,5.138
198,"(1, 829)",-1880.438,STR,6054,-1882.64,2.202
130,"(1, 830)",-76161.897,STR,6054,-76186.362,24.466
191,"(1, 830)",-1127.871,STR,6054,-1128.361,0.489
198,"(1, 830)",-3165.869,STR,6054,-3168.315,2.447
199,"(1, 830)",59.525,STR,6054,58.767,0.758
139,"(1, 831)",203.188,STR,6054,202.846,0.343
180,"(1, 831)",-11721.543,STR,6054,-11723.99,2.447
194,"(1, 831)",-8019.875,STR,6054,-8022.321,2.447
125,"(1, 832)",1.471,STR,6054,1.47,0
139,"(1, 832)",1159.187,STR,6054,1158.943,0.245
153,"(1, 832)",1231.117,STR,6054,1225.734,5.382
188,"(1, 832)",-2818.455,STR,6054,-2820.902,2.447
191,"(1, 832)",-337.383,STR,6054,-337.872,0.489
200,"(1, 832)",2.738,STR,6054,2.735,0.002
202,"(1, 832)",8281.658,STR,6054,8279.212,2.447
153,"(1, 833)",8377.075,STR,6054,8374.628,2.447
179,"(1, 833)",5306.622,STR,6054,5301.729,4.893
188,"(1, 833)",4917.617,STR,6054,4915.17,2.447
194,"(1, 833)",13316.711,STR,6054,13314.264,2.447
139,"(1, 834)",2453.915,STR,6054,2451.469,2.447
180,"(1, 834)",18787.254,STR,6054,18784.807,2.447
181,"(1, 834)",2065.154,STR,6054,2064.42,0.734
188,"(1, 834)",12690.387,STR,6054,12685.494,4.893
194,"(1, 834)",21882.172,STR,6054,21879.725,2.447
179,"(1, 835)",15601.812,STR,6054,15599.366,2.447
199,"(1, 835)",8450.472,STR,6054,8438.239,12.233
22,"(1, 836)",-16.532,STR,6054,-16.534,0.002
191,"(1, 836)",2411.834,STR,6054,2410.856,0.979
193,"(1, 836)",4602.009,STR,6054,4599.562,2.447
198,"(1, 836)",3696.776,STR,6054,3684.543,12.233
22,"(1, 837)",-16.431,STR,6054,-16.439,0.007
179,"(1, 837)",14390.757,STR,6054,14385.864,4.893
191,"(1, 837)",2237.883,STR,6054,2236.17,1.713
199,"(1, 837)",9597.916,STR,6054,9573.45,24.466
125,"(1, 838)",6.63,STR,6054,6.62,0.01
180,"(1, 838)",15031.76,STR,6054,15029.314,2.447
191,"(1, 838)",1365.923,STR,6054,1365.434,0.489
200,"(1, 838)",2.353,STR,6054,2.277,0.076
202,"(1, 838)",1137.658,STR,6054,1100.959,36.699
153,"(1, 839)",-434.267,STR,6054,-435.98,1.713
179,"(1, 839)",2982.376,STR,6054,2979.929,2.447
181,"(1, 839)",635.376,STR,6054,634.152,1.223
185,"(1, 839)",529.928,STR,6054,529.684,0.245
191,"(1, 839)",-35.01,STR,6054,-35.573,0.563
193,"(1, 839)",-482.709,STR,6054,-483.688,0.979
194,"(1, 839)",6302.379,STR,6054,6299.932,2.447
139,"(1, 840)",575.924,STR,6054,575.435,0.489
194,"(1, 840)",-741.068,STR,6054,-742.046,0.979
22,"(1, 841)",-36.723,STR,6054,-36.748,0.024
180,"(1, 841)",-10840.776,STR,6054,-10845.669,4.893
191,"(1, 841)",-1173.133,STR,6054,-1173.622,0.489
179,"(1, 842)",-3160.976,STR,6054,-3165.869,4.893
180,"(1, 842)",-10647.497,STR,6054,-10649.943,2.447
199,"(1, 842)",-345.212,STR,6054,-345.946,0.734
153,"(1, 843)",-4007.491,STR,6054,-4009.937,2.447
179,"(1, 843)",-2471.041,STR,6054,-2475.934,4.893
199,"(1, 843)",1946.74,STR,6054,1946.251,0.489
133,"(1, 844)",-147.651,STR,6054,-147.675,0.024
153,"(1, 844)",-951.229,STR,6054,-953.186,1.957
179,"(1, 844)",-605.038,STR,6054,-605.772,0.734
188,"(1, 844)",-3425.206,STR,6054,-3427.652,2.447
193,"(1, 844)",-781.436,STR,6054,-781.681,0.245
194,"(1, 844)",1567.276,STR,6054,1564.34,2.936
139,"(1, 845)",1740.739,STR,6054,1740.494,0.245
153,"(1, 845)",5233.225,STR,6054,5230.779,2.447
179,"(1, 845)",3503.496,STR,6054,3498.603,4.893
188,"(1, 845)",2080.079,STR,6054,2079.589,0.489
191,"(1, 845)",181.903,STR,6054,180.68,1.223
193,"(1, 845)",714.155,STR,6054,713.421,0.734
194,"(1, 845)",9353.258,STR,6054,9350.812,2.447
198,"(1, 845)",2169.868,STR,6054,2168.4,1.468
22,"(1, 846)",-23.771,STR,6054,-23.773,0.002
153,"(1, 846)",14848.267,STR,6054,14845.82,2.447
179,"(1, 846)",12095.869,STR,6054,12093.423,2.447
180,"(1, 846)",21605.709,STR,6054,21603.262,2.447
191,"(1, 846)",1685.201,STR,6054,1684.712,0.489
202,"(1, 846)",9341.025,STR,6054,9326.346,14.679
22,"(1, 847)",-20.686,STR,6054,-20.691,0.005
153,"(1, 847)",13189.489,STR,6054,13184.596,4.893
181,"(1, 847)",4932.296,STR,6054,4929.85,2.447
191,"(1, 847)",2068.58,STR,6054,2067.601,0.979
199,"(1, 847)",13025.568,STR,6054,13020.675,4.893
133,"(1, 848)",-93.679,STR,6054,-93.704,0.024
153,"(1, 848)",13314.264,STR,6054,13311.818,2.447
97,"(1, 849)",-0.001,STR,6054,-0.001,0
153,"(1, 849)",11963.754,STR,6054,11961.308,2.447
178,"(1, 849)",0,STR,6054,0,0
179,"(1, 849)",15797.538,STR,6054,15795.092,2.447
185,"(1, 849)",5321.302,STR,6054,5318.855,2.447
191,"(1, 849)",2308.344,STR,6054,2307.61,0.734
198,"(1, 849)",2620.282,STR,6054,2610.496,9.786
153,"(1, 850)",8027.214,STR,6054,8022.321,4.893
179,"(1, 850)",9996.708,STR,6054,9994.261,2.447
191,"(1, 850)",1421.46,STR,6054,1421.216,0.245
199,"(1, 850)",58106.169,STR,6054,58081.703,24.466
153,"(1, 851)",1969.983,STR,6054,1967.781,2.202
181,"(1, 851)",1462.318,STR,6054,1461.34,0.979
194,"(1, 851)",10148.395,STR,6054,10143.502,4.893
153,"(1, 852)",-2564.011,STR,6054,-2566.458,2.447
185,"(1, 852)",53.653,STR,6054,53.507,0.147
194,"(1, 852)",2048.518,STR,6054,2045.582,2.936
125,"(1, 853)",1.823,STR,6054,1.823,0
139,"(1, 853)",499.346,STR,6054,499.101,0.245
153,"(1, 853)",-4286.4,STR,6054,-4288.847,2.447
185,"(1, 853)",-344.233,STR,6054,-344.478,0.245
191,"(1, 853)",-851.164,STR,6054,-851.408,0.245
198,"(1, 853)",-1715.049,STR,6054,-1715.783,0.734
200,"(1, 853)",4.012,STR,6054,4.01,0.002
139,"(1, 854)",356.466,STR,6054,355.977,0.489
153,"(1, 854)",-5118.236,STR,6054,-5123.129,4.893
179,"(1, 854)",-2586.03,STR,6054,-2588.477,2.447
188,"(1, 854)",-3904.735,STR,6054,-3907.181,2.447
199,"(1, 854)",1191.482,STR,6054,1191.238,0.245
200,"(1, 854)",2.374,STR,6054,2.374,0
133,"(1, 855)",-139.039,STR,6054,-139.063,0.024
153,"(1, 855)",-2605.603,STR,6054,-2610.496,4.893
179,"(1, 855)",-1652.172,STR,6054,-1654.619,2.447
185,"(1, 855)",1131.052,STR,6054,1130.807,0.245
194,"(1, 855)",-2144.668,STR,6054,-2145.402,0.734
198,"(1, 855)",-2047.05,STR,6054,-2048.028,0.979
179,"(1, 856)",3290.644,STR,6054,3288.198,2.447
180,"(1, 856)",2254.519,STR,6054,2251.339,3.181
181,"(1, 856)",-1409.961,STR,6054,-1412.163,2.202
199,"(1, 856)",16223.242,STR,6054,16220.796,2.447
180,"(1, 857)",11038.949,STR,6054,11034.056,4.893
181,"(1, 857)",808.349,STR,6054,807.615,0.734
188,"(1, 857)",8978.932,STR,6054,8976.486,2.447
199,"(1, 857)",24000.906,STR,6054,23998.46,2.447
34,"(1, 858)",13.848,STR,6054,13.801,0.046
65,"(1, 858)",-12171.713,STR,6054,-12174.16,2.447
153,"(1, 858)",12032.259,STR,6054,12029.812,2.447
180,"(1, 858)",19022.125,STR,6054,19019.678,2.447
181,"(1, 858)",2852.707,STR,6054,2850.261,2.447
188,"(1, 858)",15381.62,STR,6054,15371.834,9.786
194,"(1, 858)",23526.27,STR,6054,23521.377,4.893
202,"(1, 858)",18290.599,STR,6054,18271.026,19.573
179,"(1, 859)",16421.415,STR,6054,16418.968,2.447
185,"(1, 859)",5240.565,STR,6054,5238.118,2.447
188,"(1, 859)",22836.336,STR,6054,22828.996,7.34
191,"(1, 859)",2271.89,STR,6054,2271.645,0.245
22,"(1, 860)",-11.306,STR,6054,-11.311,0.005
133,"(1, 860)",-83.355,STR,6054,-83.379,0.024
185,"(1, 860)",5521.921,STR,6054,5519.474,2.447
188,"(1, 860)",26300.687,STR,6054,26276.221,24.466
191,"(1, 860)",2389.081,STR,6054,2387.858,1.223
22,"(1, 861)",-10.77,STR,6054,-10.772,0.002
97,"(1, 861)",0.001,STR,6054,0.001,0
191,"(1, 861)",2230.543,STR,6054,2230.054,0.489
193,"(1, 861)",3987.918,STR,6054,3985.472,2.447
198,"(1, 861)",2554.225,STR,6054,2527.313,26.912
22,"(1, 862)",-15.227,STR,6054,-15.23,0.002
69,"(1, 862)",-112.763,STR,6054,-112.885,0.122
97,"(1, 862)",0.001,STR,6054,-0.001,0.002
102,"(1, 862)",2.081,STR,6054,2.081,0.001
133,"(1, 862)",-86.046,STR,6054,-86.071,0.024
158,"(1, 862)",9536.751,STR,6054,9534.305,2.447
161,"(1, 862)",-231.544,STR,6054,-231.789,0.245
164,"(1, 862)",111.588,STR,6054,111.539,0.049
177,"(1, 862)",2314.46,STR,6054,2313.237,1.223
191,"(1, 862)",1403.111,STR,6054,1402.377,0.734
193,"(1, 862)",2189.196,STR,6054,2188.951,0.245
199,"(1, 862)",53604.47,STR,6054,53531.073,73.397
206,"(1, 862)",625.345,STR,6054,624.611,0.734
207,"(1, 862)",-953.92,STR,6054,-954.409,0.489
227,"(1, 862)",2630.069,STR,6054,2627.622,2.447
228,"(1, 862)",6970.294,STR,6054,6967.847,2.447
61,"(1, 863)",16.453,STR,6054,16.343,0.11
69,"(1, 863)",-119.173,STR,6054,-119.98,0.807
164,"(1, 863)",99.967,STR,6054,99.722,0.245
177,"(1, 863)",18041.048,STR,6054,18038.601,2.447
182,"(1, 863)",727.612,STR,6054,726.878,0.734
197,"(1, 863)",7440.036,STR,6054,7437.59,2.447
205,"(1, 863)",741.068,STR,6054,740.823,0.245
206,"(1, 863)",1767.406,STR,6054,1767.162,0.245
207,"(1, 863)",-700.21,STR,6054,-703.88,3.67
208,"(1, 863)",31487.427,STR,6054,31462.962,24.466
229,"(1, 863)",6339.077,STR,6054,6336.631,2.447
248,"(1, 863)",-298.727,STR,6054,-300.439,1.713
34,"(1, 864)",18.496,STR,6054,18.491,0.005
61,"(1, 864)",2.436,STR,6054,2.393,0.043
97,"(1, 864)",0.001,STR,6054,-0.003,0.004
133,"(1, 864)",-110.243,STR,6054,-110.267,0.024
178,"(1, 864)",3545.088,STR,6054,3542.641,2.447
181,"(1, 864)",-1202.737,STR,6054,-1202.981,0.245
185,"(1, 864)",8.218,STR,6054,7.78,0.438
191,"(1, 864)",-483.688,STR,6054,-484.177,0.489
197,"(1, 864)",4056.422,STR,6054,4053.976,2.447
206,"(1, 864)",566.627,STR,6054,565.893,0.734
207,"(1, 864)",-2084.727,STR,6054,-2088.397,3.67
208,"(1, 864)",18951.174,STR,6054,18943.834,7.34
229,"(1, 864)",12423.711,STR,6054,12421.264,2.447
34,"(1, 865)",7.526,STR,6054,7.521,0.005
61,"(1, 865)",-3.768,STR,6054,-3.775,0.007
125,"(1, 865)",1.826,STR,6054,1.826,0
180,"(1, 865)",-8377.075,STR,6054,-8381.968,4.893
185,"(1, 865)",-429.129,STR,6054,-429.374,0.245
191,"(1, 865)",-818.624,STR,6054,-819.358,0.734
192,"(1, 865)",-983.034,STR,6054,-987.193,4.159
194,"(1, 865)",-2784.203,STR,6054,-2786.65,2.447
208,"(1, 865)",7087.729,STR,6054,7085.283,2.447
150,"(1, 866)",9079.242,STR,6054,9076.795,2.447
179,"(1, 866)",-2345.532,STR,6054,-2346.021,0.489
180,"(1, 866)",-9235.823,STR,6054,-9238.269,2.447
190,"(1, 866)",1483.359,STR,6054,1483.114,0.245
218,"(1, 866)",-4266.828,STR,6054,-4269.274,2.447
78,"(1, 867)",-63.244,STR,6054,-63.268,0.024
125,"(1, 867)",0.916,STR,6054,0.916,0
139,"(1, 867)",295.791,STR,6054,295.302,0.489
181,"(1, 867)",-4186.091,STR,6054,-4188.537,2.447
187,"(1, 867)",-11728.883,STR,6054,-11731.33,2.447
188,"(1, 867)",-5274.817,STR,6054,-5277.263,2.447
194,"(1, 867)",-5059.518,STR,6054,-5061.965,2.447
197,"(1, 867)",1671.5,STR,6054,1671.256,0.245
220,"(1, 867)",613.846,STR,6054,613.601,0.245
221,"(1, 867)",1117.351,STR,6054,1113.192,4.159
225,"(1, 867)",1585.136,STR,6054,1584.647,0.489
226,"(1, 867)",-1545.012,STR,6054,-1545.257,0.245
227,"(1, 867)",737.153,STR,6054,736.175,0.979
228,"(1, 867)",-905.722,STR,6054,-905.967,0.245
78,"(1, 868)",-63.195,STR,6054,-63.22,0.024
133,"(1, 868)",-144.054,STR,6054,-144.079,0.024
139,"(1, 868)",787.553,STR,6054,787.063,0.489
179,"(1, 868)",-1209.098,STR,6054,-1210.81,1.713
194,"(1, 868)",1023.158,STR,6054,1019.733,3.425
228,"(1, 868)",724.186,STR,6054,723.208,0.979
139,"(1, 869)",1364.7,STR,6054,1364.211,0.489
179,"(1, 869)",1311.609,STR,6054,1305.248,6.361
180,"(1, 869)",-808.349,STR,6054,-814.954,6.606
181,"(1, 869)",-2415.504,STR,6054,-2416.972,1.468
185,"(1, 869)",10948.426,STR,6054,10945.979,2.447
188,"(1, 869)",1051.294,STR,6054,1048.113,3.181
191,"(1, 869)",190.515,STR,6054,189.781,0.734
193,"(1, 869)",343.499,STR,6054,343.255,0.245
202,"(1, 869)",11792.494,STR,6054,11790.048,2.447
22,"(1, 870)",-13.596,STR,6054,-13.598,0.002
180,"(1, 870)",20998.958,STR,6054,20994.065,4.893
181,"(1, 870)",2163.996,STR,6054,2162.773,1.223
188,"(1, 870)",13994.412,STR,6054,13987.072,7.34
191,"(1, 870)",1921.785,STR,6054,1921.296,0.489
198,"(1, 870)",8509.19,STR,6054,8506.743,2.447
200,"(1, 870)",7.626,STR,6054,7.624,0.002
202,"(1, 870)",8088.379,STR,6054,8071.253,17.126
22,"(1, 871)",-7.956,STR,6054,-7.959,0.002
180,"(1, 871)",33322.359,STR,6054,33297.893,24.466
198,"(1, 871)",10378.373,STR,6054,10371.034,7.34
199,"(1, 871)",7814.362,STR,6054,7807.023,7.34
22,"(1, 872)",-5.111,STR,6054,-5.116,0.005
97,"(1, 872)",-0.002,STR,6054,-0.002,0
177,"(1, 872)",0,STR,6054,0,0
191,"(1, 872)",2693.68,STR,6054,2691.233,2.447
21,"(1, 873)",-577.147,STR,6054,-577.392,0.245
22,"(1, 873)",-4.211,STR,6054,-4.213,0.002
178,"(1, 873)",0,STR,6054,-0,0
181,"(1, 873)",6850.412,STR,6054,6847.965,2.447
91,"(1, 874)",-12401.691,STR,6054,-12404.138,2.447
179,"(1, 874)",9101.261,STR,6054,9098.814,2.447
193,"(1, 874)",2352.382,STR,6054,2351.404,0.979
199,"(1, 874)",54680.963,STR,6054,54656.498,24.466
22,"(1, 875)",-16.965,STR,6054,-16.967,0.002
91,"(1, 875)",-11831.639,STR,6054,-11834.086,2.447
153,"(1, 875)",-157.657,STR,6054,-157.853,0.196
181,"(1, 875)",1081.876,STR,6054,1081.142,0.734
185,"(1, 875)",930.922,STR,6054,930.677,0.245
191,"(1, 875)",289.43,STR,6054,288.941,0.489
193,"(1, 875)",-122.158,STR,6054,-123.136,0.979
194,"(1, 875)",10189.987,STR,6054,10187.541,2.447
22,"(1, 876)",-21.043,STR,6054,-21.048,0.005
139,"(1, 876)",648.343,STR,6054,648.098,0.245
153,"(1, 876)",-3655.184,STR,6054,-3657.63,2.447
180,"(1, 876)",-5061.965,STR,6054,-5064.411,2.447
181,"(1, 876)",-1418.769,STR,6054,-1419.748,0.979
185,"(1, 876)",51.305,STR,6054,50.669,0.636
191,"(1, 876)",-404.174,STR,6054,-404.908,0.734
193,"(1, 876)",-1280.538,STR,6054,-1281.027,0.489
153,"(1, 877)",-5350.661,STR,6054,-5358,7.34
185,"(1, 877)",-357.2,STR,6054,-357.689,0.489
191,"(1, 877)",-776.543,STR,6054,-776.788,0.245
193,"(1, 877)",-1859.887,STR,6054,-1860.131,0.245
133,"(1, 878)",-138.917,STR,6054,-138.941,0.024
139,"(1, 878)",497.389,STR,6054,497.144,0.245
153,"(1, 878)",-4283.954,STR,6054,-4291.294,7.34
179,"(1, 878)",-2166.932,STR,6054,-2168.4,1.468
181,"(1, 878)",-3505.943,STR,6054,-3508.389,2.447
185,"(1, 878)",2227.362,STR,6054,2226.628,0.734
188,"(1, 878)",-3244.159,STR,6054,-3246.606,2.447
191,"(1, 878)",-766.512,STR,6054,-766.757,0.245
193,"(1, 878)",-1703.306,STR,6054,-1704.529,1.223
34,"(1, 879)",6.229,STR,6054,6.227,0.002
125,"(1, 879)",1.271,STR,6054,1.27,0.001
139,"(1, 879)",450.17,STR,6054,449.925,0.245
179,"(1, 879)",-2747.504,STR,6054,-2749.951,2.447
181,"(1, 879)",-3963.452,STR,6054,-3965.899,2.447
188,"(1, 879)",-4518.825,STR,6054,-4523.718,4.893
191,"(1, 879)",-652.746,STR,6054,-653.725,0.979
194,"(1, 879)",-1154.294,STR,6054,-1156.252,1.957
199,"(1, 879)",4105.354,STR,6054,4102.907,2.447
200,"(1, 879)",2.858,STR,6054,2.855,0.002
133,"(1, 880)",-147.626,STR,6054,-147.651,0.024
153,"(1, 880)",-1480.178,STR,6054,-1483.359,3.181
188,"(1, 880)",-2378.805,STR,6054,-2380.029,1.223
191,"(1, 880)",-297.993,STR,6054,-298.238,0.245
194,"(1, 880)",4247.255,STR,6054,4244.809,2.447
22,"(1, 881)",-23.879,STR,6054,-23.886,0.007
153,"(1, 881)",1997.384,STR,6054,1993.47,3.915
181,"(1, 881)",-2049.986,STR,6054,-2050.475,0.489
185,"(1, 881)",5915.82,STR,6054,5913.373,2.447
188,"(1, 881)",2290.729,STR,6054,2290.484,0.245
191,"(1, 881)",339.34,STR,6054,338.117,1.223
