SegNum,kstpkper,leakage_m3d,BC,WellNum,leakage_m3d_baseline,leakage_change_m3d
97,"(1, 872)",-0.002,STR,118,-0.002,0
177,"(1, 872)",0,STR,118,0,0
35,"(1, 923)",0.105,STR,118,0.105,0
230,"(1, 926)",1387.698,STR,118,1386.964,0.734
197,"(1, 931)",6410.028,STR,118,6407.581,2.447
205,"(1, 931)",1079.184,STR,118,1078.695,0.489
187,"(1, 935)",8592.373,STR,118,8589.927,2.447
192,"(1, 935)",2022.095,STR,118,2017.936,4.159
164,"(1, 936)",38.925,STR,118,38.803,0.122
182,"(1, 936)",355.977,STR,118,355.487,0.489
187,"(1, 936)",-39.243,STR,118,-41.225,1.982
197,"(1, 937)",2994.608,STR,118,2989.715,4.893
221,"(1, 938)",-592.316,STR,118,-593.784,1.468
225,"(1, 938)",1111.479,STR,118,1111.235,0.245
226,"(1, 938)",-1571.435,STR,118,-1573.637,2.202
61,"(1, 955)",4.203,STR,118,4.164,0.039
208,"(1, 955)",1926.923,STR,118,1915.424,11.499
61,"(1, 956)",0.432,STR,118,0.432,0
205,"(1, 956)",684.796,STR,118,684.552,0.245
206,"(1, 956)",172.459,STR,118,171.896,0.563
207,"(1, 956)",-663.267,STR,118,-663.511,0.245
182,"(1, 957)",1269.773,STR,118,1269.528,0.245
187,"(1, 957)",-194.307,STR,118,-194.331,0.024
13,"(1, 960)",3.198,STR,118,3.19,0.007
209,"(1, 960)",2040.689,STR,118,2037.263,3.425
210,"(1, 960)",9216.25,STR,118,9213.804,2.447
13,"(1, 961)",0.578,STR,118,0.576,0.002
209,"(1, 961)",390.229,STR,118,389.25,0.979
210,"(1, 961)",3376.274,STR,118,3373.828,2.447
213,"(1, 961)",1070.866,STR,118,1070.621,0.245
215,"(1, 961)",18080.193,STR,118,18077.747,2.447
13,"(1, 962)",-0.495,STR,118,-0.497,0.002
190,"(1, 962)",-29.31,STR,118,-29.408,0.098
209,"(1, 962)",-282.335,STR,118,-283.558,1.223
210,"(1, 962)",1115.394,STR,118,1114.66,0.734
215,"(1, 962)",8308.571,STR,118,8303.677,4.893
216,"(1, 963)",20289.451,STR,118,20287.004,2.447
222,"(1, 964)",932.879,STR,118,932.39,0.489
222,"(1, 965)",2122.404,STR,118,2122.16,0.245
228,"(1, 965)",2069.069,STR,118,2068.58,0.489
229,"(1, 965)",3268.625,STR,118,3266.178,2.447
53,"(1, 971)",2461.255,STR,118,2458.808,2.447
208,"(1, 973)",31144.907,STR,118,31120.441,24.466
208,"(1, 974)",15158.982,STR,118,15156.536,2.447
209,"(1, 974)",1689.116,STR,118,1688.871,0.245
214,"(1, 975)",14434.796,STR,118,14432.349,2.447
32,"(1, 977)",-5.708,STR,118,-5.72,0.012
182,"(1, 977)",-282.09,STR,118,-282.824,0.734
187,"(1, 977)",-16984.127,STR,118,-16986.574,2.447
218,"(1, 977)",390.473,STR,118,389.739,0.734
224,"(1, 977)",11716.65,STR,118,11714.204,2.447
197,"(1, 978)",5255.244,STR,118,5252.798,2.447
187,"(1, 979)",-3474.137,STR,118,-3476.584,2.447
214,"(1, 980)",163.725,STR,118,163.382,0.343
213,"(1, 982)",5869.335,STR,118,5866.888,2.447
214,"(1, 982)",520.142,STR,118,519.897,0.245
216,"(1, 983)",9321.453,STR,118,9316.56,4.893
219,"(1, 984)",20519.429,STR,118,20514.536,4.893
228,"(1, 985)",1841.293,STR,118,1841.048,0.245
225,"(1, 986)",2393.485,STR,118,2393.24,0.245
226,"(1, 986)",1638.716,STR,118,1638.472,0.245
225,"(1, 987)",1604.954,STR,118,1604.709,0.245
226,"(1, 987)",-119.173,STR,118,-119.393,0.22
228,"(1, 988)",1500.485,STR,118,1500.24,0.245
229,"(1, 990)",125.338,STR,118,125.314,0.024
97,"(1, 872)",-0.002,STR,121,-0.002,0
177,"(1, 872)",0,STR,121,0,0
97,"(1, 921)",0,STR,121,0,0
35,"(1, 923)",0.105,STR,121,0.105,0
230,"(1, 926)",1387.698,STR,121,1386.964,0.734
197,"(1, 931)",6410.028,STR,121,6407.581,2.447
205,"(1, 931)",1079.184,STR,121,1078.695,0.489
187,"(1, 935)",8592.373,STR,121,8589.927,2.447
192,"(1, 935)",2022.095,STR,121,2017.936,4.159
164,"(1, 936)",38.925,STR,121,38.803,0.122
182,"(1, 936)",355.977,STR,121,355.487,0.489
187,"(1, 936)",-39.243,STR,121,-41.225,1.982
197,"(1, 937)",2994.608,STR,121,2989.715,4.893
221,"(1, 938)",-592.316,STR,121,-593.784,1.468
225,"(1, 938)",1111.479,STR,121,1111.235,0.245
226,"(1, 938)",-1571.435,STR,121,-1573.637,2.202
61,"(1, 955)",4.203,STR,121,4.164,0.039
208,"(1, 955)",1926.923,STR,121,1915.424,11.499
61,"(1, 956)",0.432,STR,121,0.432,0
205,"(1, 956)",684.796,STR,121,684.552,0.245
206,"(1, 956)",172.459,STR,121,171.896,0.563
207,"(1, 956)",-663.267,STR,121,-663.511,0.245
182,"(1, 957)",1269.773,STR,121,1269.528,0.245
187,"(1, 957)",-194.307,STR,121,-194.331,0.024
13,"(1, 960)",3.198,STR,121,3.19,0.007
209,"(1, 960)",2040.689,STR,121,2037.263,3.425
210,"(1, 960)",9216.25,STR,121,9213.804,2.447
13,"(1, 961)",0.578,STR,121,0.576,0.002
209,"(1, 961)",390.229,STR,121,389.25,0.979
210,"(1, 961)",3376.274,STR,121,3373.828,2.447
213,"(1, 961)",1070.866,STR,121,1070.621,0.245
215,"(1, 961)",18080.193,STR,121,18077.747,2.447
13,"(1, 962)",-0.495,STR,121,-0.497,0.002
190,"(1, 962)",-29.31,STR,121,-29.408,0.098
209,"(1, 962)",-282.335,STR,121,-283.558,1.223
210,"(1, 962)",1115.394,STR,121,1114.66,0.734
215,"(1, 962)",8308.571,STR,121,8303.677,4.893
216,"(1, 963)",20289.451,STR,121,20287.004,2.447
222,"(1, 964)",932.879,STR,121,932.39,0.489
222,"(1, 965)",2122.404,STR,121,2122.16,0.245
228,"(1, 965)",2069.069,STR,121,2068.58,0.489
229,"(1, 965)",3268.625,STR,121,3266.178,2.447
53,"(1, 971)",2461.255,STR,121,2458.808,2.447
208,"(1, 973)",31144.907,STR,121,31120.441,24.466
208,"(1, 974)",15158.982,STR,121,15156.536,2.447
209,"(1, 974)",1689.116,STR,121,1688.871,0.245
214,"(1, 975)",14434.796,STR,121,14432.349,2.447
32,"(1, 977)",-5.708,STR,121,-5.72,0.012
182,"(1, 977)",-282.09,STR,121,-282.824,0.734
187,"(1, 977)",-16984.127,STR,121,-16986.574,2.447
218,"(1, 977)",390.473,STR,121,389.739,0.734
224,"(1, 977)",11716.65,STR,121,11714.204,2.447
197,"(1, 978)",5255.244,STR,121,5252.798,2.447
187,"(1, 979)",-3474.137,STR,121,-3476.584,2.447
214,"(1, 980)",163.725,STR,121,163.382,0.343
213,"(1, 982)",5869.335,STR,121,5866.888,2.447
214,"(1, 982)",520.142,STR,121,519.897,0.245
216,"(1, 983)",9321.453,STR,121,9316.56,4.893
219,"(1, 984)",20519.429,STR,121,20514.536,4.893
228,"(1, 985)",1841.293,STR,121,1841.048,0.245
225,"(1, 986)",2393.485,STR,121,2393.24,0.245
226,"(1, 986)",1638.716,STR,121,1638.472,0.245
225,"(1, 987)",1604.954,STR,121,1604.709,0.245
226,"(1, 987)",-119.173,STR,121,-119.393,0.22
228,"(1, 988)",1500.485,STR,121,1500.24,0.245
229,"(1, 990)",125.338,STR,121,125.314,0.024
216,"(1, 792)",13089.179,STR,287,13086.733,2.447
221,"(1, 795)",360.381,STR,287,359.647,0.734
221,"(1, 796)",-2169.623,STR,287,-2170.357,0.734
221,"(1, 797)",400.015,STR,287,399.281,0.734
226,"(1, 798)",-5786.151,STR,287,-5788.598,2.447
225,"(1, 805)",1930.593,STR,287,1930.348,0.245
226,"(1, 805)",-911.349,STR,287,-911.594,0.245
227,"(1, 805)",958.568,STR,287,957.59,0.979
228,"(1, 805)",593.539,STR,287,593.295,0.245
192,"(1, 810)",-7687.14,STR,287,-7689.587,2.447
13,"(1, 811)",0.246,STR,287,0.246,0
209,"(1, 811)",248.083,STR,287,247.838,0.245
210,"(1, 811)",96.909,STR,287,96.787,0.122
69,"(1, 812)",2.491,STR,287,2.483,0.007
61,"(1, 815)",2.459,STR,287,2.451,0.007
208,"(1, 815)",18019.029,STR,287,18016.582,2.447
192,"(1, 816)",-965.908,STR,287,-969.333,3.425
194,"(1, 816)",554.883,STR,287,554.149,0.734
206,"(1, 816)",340.808,STR,287,340.319,0.489
207,"(1, 816)",-2705.913,STR,287,-2708.359,2.447
212,"(1, 816)",2010.106,STR,287,2009.862,0.245
216,"(1, 816)",46631.73,STR,287,46607.264,24.466
221,"(1, 816)",-1593.944,STR,287,-1594.678,0.734
228,"(1, 816)",108.824,STR,287,108.775,0.049
53,"(1, 817)",-14437.242,STR,287,-14439.689,2.447
95,"(1, 817)",-3.149,STR,287,-3.151,0.002
99,"(1, 817)",-11968.648,STR,287,-11971.094,2.447
192,"(1, 817)",-2373.423,STR,287,-2377.337,3.915
204,"(1, 817)",-2180.633,STR,287,-2182.835,2.202
219,"(1, 817)",13020.675,STR,287,13015.782,4.893
221,"(1, 817)",1936.22,STR,287,1935.241,0.979
222,"(1, 817)",1569.723,STR,287,1567.032,2.691
223,"(1, 817)",-822.294,STR,287,-822.539,0.245
225,"(1, 817)",2023.073,STR,287,2022.095,0.979
226,"(1, 817)",32.906,STR,287,32.099,0.807
227,"(1, 817)",1195.886,STR,287,1194.907,0.979
228,"(1, 817)",557.575,STR,287,556.107,1.468
13,"(1, 818)",-1.063,STR,287,-1.065,0.002
18,"(1, 818)",-227.36,STR,287,-227.385,0.024
53,"(1, 818)",-16169.418,STR,287,-16171.864,2.447
61,"(1, 818)",0.112,STR,287,0.112,0
95,"(1, 818)",-2.664,STR,287,-2.667,0.002
99,"(1, 818)",-12712.407,STR,287,-12714.853,2.447
139,"(1, 818)",427.661,STR,287,427.417,0.245
140,"(1, 818)",-1302.557,STR,287,-1305.493,2.936
153,"(1, 818)",-4768.376,STR,287,-4770.822,2.447
162,"(1, 818)",-3.844,STR,287,-3.846,0.002
167,"(1, 818)",-1169.708,STR,287,-1169.952,0.245
179,"(1, 818)",-2430.183,STR,287,-2430.428,0.245
185,"(1, 818)",14765.083,STR,287,14760.19,4.893
187,"(1, 818)",-10241.365,STR,287,-10248.705,7.34
197,"(1, 818)",1610.581,STR,287,1608.623,1.957
206,"(1, 818)",301.663,STR,287,301.173,0.489
208,"(1, 818)",1125.18,STR,287,1124.935,0.245
209,"(1, 818)",-633.663,STR,287,-634.886,1.223
210,"(1, 818)",54.069,STR,287,53.507,0.563
214,"(1, 818)",3268.625,STR,287,3266.178,2.447
218,"(1, 818)",949.761,STR,287,948.048,1.713
219,"(1, 818)",9898.845,STR,287,9891.505,7.34
220,"(1, 818)",592.316,STR,287,591.827,0.489
221,"(1, 818)",1943.07,STR,287,1930.837,12.233
222,"(1, 818)",1847.409,STR,287,1840.559,6.85
223,"(1, 818)",-813.731,STR,287,-815.199,1.468
224,"(1, 818)",7398.444,STR,287,7386.212,12.233
225,"(1, 818)",2138.062,STR,287,2126.563,11.499
226,"(1, 818)",379.219,STR,287,356.221,22.998
227,"(1, 818)",1307.205,STR,287,1305.493,1.713
228,"(1, 818)",623.387,STR,287,616.292,7.095
229,"(1, 818)",2073.473,STR,287,2068.58,4.893
230,"(1, 818)",1351.488,STR,287,1344.883,6.606
231,"(1, 818)",-8.791,STR,287,-8.923,0.132
247,"(1, 818)",-15667.87,STR,287,-15670.316,2.447
253,"(1, 818)",-11131.919,STR,287,-11134.365,2.447
95,"(1, 819)",-3.173,STR,287,-3.181,0.007
121,"(1, 819)",-835.75,STR,287,-835.995,0.245
139,"(1, 819)",821.805,STR,287,821.56,0.245
153,"(1, 819)",-1431.736,STR,287,-1433.204,1.468
179,"(1, 819)",-982.545,STR,287,-983.034,0.489
201,"(1, 819)",1799.212,STR,287,1798.967,0.245
218,"(1, 819)",-1827.592,STR,287,-1829.794,2.202
219,"(1, 819)",8523.869,STR,287,8521.423,2.447
220,"(1, 819)",641.737,STR,287,641.492,0.245
221,"(1, 819)",1988.332,STR,287,1980.503,7.829
222,"(1, 819)",1524.706,STR,287,1520.057,4.648
223,"(1, 819)",-878.565,STR,287,-879.544,0.979
224,"(1, 819)",7687.14,STR,287,7679.801,7.34
225,"(1, 819)",1061.08,STR,287,1057.899,3.181
226,"(1, 819)",-1160.166,STR,287,-1168.974,8.808
227,"(1, 819)",943.4,STR,287,941.687,1.713
228,"(1, 819)",512.558,STR,287,508.888,3.67
229,"(1, 819)",2041.178,STR,287,2039.955,1.223
230,"(1, 819)",1322.863,STR,287,1318.46,4.404
253,"(1, 819)",-10481.13,STR,287,-10483.576,2.447
95,"(1, 820)",-4.13,STR,287,-4.132,0.002
139,"(1, 820)",1764.715,STR,287,1764.47,0.245
153,"(1, 820)",6419.814,STR,287,6417.368,2.447
219,"(1, 820)",11971.094,STR,287,11968.648,2.447
220,"(1, 820)",1188.057,STR,287,1187.812,0.245
221,"(1, 820)",4323.099,STR,287,4320.652,2.447
223,"(1, 820)",-868.534,STR,287,-868.779,0.245
225,"(1, 820)",-804.434,STR,287,-805.657,1.223
226,"(1, 820)",-3165.869,STR,287,-3168.315,2.447
227,"(1, 820)",452.616,STR,287,452.127,0.489
228,"(1, 820)",1057.899,STR,287,1055.697,2.202
229,"(1, 820)",2725.485,STR,287,2723.039,2.447
230,"(1, 820)",2008.883,STR,287,2006.926,1.957
253,"(1, 820)",-8068.806,STR,287,-8071.253,2.447
218,"(1, 821)",-1940.868,STR,287,-1943.07,2.202
225,"(1, 821)",-1591.987,STR,287,-1592.721,0.734
229,"(1, 821)",3682.096,STR,287,3679.65,2.447
18,"(1, 822)",-229.366,STR,287,-229.391,0.024
128,"(1, 822)",-15070.905,STR,287,-15073.352,2.447
157,"(1, 822)",-18212.308,STR,287,-18214.755,2.447
225,"(1, 822)",-706.326,STR,287,-707.06,0.734
226,"(1, 822)",448.702,STR,287,447.968,0.734
53,"(1, 824)",18180.503,STR,287,18178.056,2.447
187,"(1, 826)",14434.796,STR,287,14429.903,4.893
197,"(1, 827)",5091.324,STR,287,5086.431,4.893
205,"(1, 827)",436.958,STR,287,436.224,0.734
206,"(1, 827)",862.418,STR,287,861.684,0.734
207,"(1, 827)",-1821.475,STR,287,-1821.72,0.245
211,"(1, 827)",5115.789,STR,287,5113.343,2.447
214,"(1, 827)",9441.335,STR,287,9436.442,4.893
13,"(1, 828)",0.952,STR,287,0.951,0.001
27,"(1, 828)",0.572,STR,287,0.569,0.002
209,"(1, 828)",622.409,STR,287,621.92,0.489
187,"(1, 829)",-8122.631,STR,287,-8125.077,2.447
32,"(1, 830)",-10.975,STR,287,-10.997,0.022
158,"(1, 830)",638.556,STR,287,638.312,0.245
182,"(1, 830)",-322.948,STR,287,-323.927,0.979
187,"(1, 830)",-11119.686,STR,287,-11122.132,2.447
226,"(1, 830)",1305.982,STR,287,1305.737,0.245
229,"(1, 830)",2275.315,STR,287,2275.071,0.245
32,"(1, 831)",-13.503,STR,287,-13.51,0.007
158,"(1, 831)",108.603,STR,287,108.579,0.024
182,"(1, 831)",-517.451,STR,287,-517.94,0.489
221,"(1, 831)",54.901,STR,287,52.822,2.08
187,"(1, 832)",-16653.84,STR,287,-16656.286,2.447
204,"(1, 833)",-4.054,STR,287,-4.056,0.002
35,"(1, 835)",0.375,STR,287,0.375,0
226,"(1, 841)",-8.421,STR,287,-8.693,0.272
216,"(1, 852)",24140.361,STR,287,24137.914,2.447
69,"(1, 853)",-631.461,STR,287,-631.706,0.245
114,"(1, 853)",0.222,STR,287,0.221,0.001
164,"(1, 853)",-40.075,STR,287,-40.246,0.171
177,"(1, 853)",3168.315,STR,287,3165.869,2.447
180,"(1, 853)",-7897.546,STR,287,-7899.992,2.447
182,"(1, 853)",-238.125,STR,287,-238.615,0.489
212,"(1, 853)",1513.696,STR,287,1513.452,0.245
216,"(1, 853)",63488.635,STR,287,63464.17,24.466
219,"(1, 853)",16374.93,STR,287,16372.484,2.447
95,"(1, 854)",-2.549,STR,287,-2.552,0.002
224,"(1, 854)",7953.817,STR,287,7951.371,2.447
228,"(1, 854)",623.387,STR,287,623.143,0.245
230,"(1, 854)",1986.13,STR,287,1984.662,1.468
177,"(1, 855)",-11268.927,STR,287,-11271.374,2.447
185,"(1, 855)",1134.232,STR,287,1130.807,3.425
226,"(1, 855)",989.64,STR,287,987.193,2.447
228,"(1, 855)",1235.521,STR,287,1235.276,0.245
204,"(1, 856)",-90.792,STR,287,-90.817,0.024
221,"(1, 856)",5656.483,STR,287,5654.036,2.447
224,"(1, 856)",15393.853,STR,287,15391.407,2.447
227,"(1, 856)",985.725,STR,287,985.481,0.245
230,"(1, 856)",3004.395,STR,287,3001.948,2.447
185,"(1, 857)",7016.779,STR,287,7014.332,2.447
222,"(1, 857)",4582.436,STR,287,4579.989,2.447
226,"(1, 857)",-2062.708,STR,287,-2063.197,0.489
227,"(1, 857)",1045.422,STR,287,1044.932,0.489
215,"(1, 860)",-5910.927,STR,287,-5913.373,2.447
53,"(1, 861)",13972.393,STR,287,13969.946,2.447
190,"(1, 866)",1483.359,STR,287,1483.114,0.245
204,"(1, 866)",-71.685,STR,287,-71.709,0.024
220,"(1, 867)",613.846,STR,287,613.601,0.245
221,"(1, 867)",1115.149,STR,287,1113.192,1.957
222,"(1, 867)",11870.785,STR,287,11868.338,2.447
225,"(1, 867)",1584.892,STR,287,1584.647,0.245
226,"(1, 867)",-1545.012,STR,287,-1545.257,0.245
78,"(1, 868)",-63.195,STR,287,-63.22,0.024
194,"(1, 868)",1024.137,STR,287,1019.733,4.404
199,"(1, 868)",6657.132,STR,287,6654.685,2.447
204,"(1, 868)",-3168.315,STR,287,-3170.762,2.447
225,"(1, 868)",1480.668,STR,287,1480.423,0.245
226,"(1, 868)",42.277,STR,287,42.008,0.269
193,"(1, 869)",343.499,STR,287,343.255,0.245
204,"(1, 869)",-1257.54,STR,287,-1257.784,0.245
225,"(1, 869)",998.203,STR,287,997.958,0.245
226,"(1, 869)",-462.158,STR,287,-462.403,0.245
214,"(1, 870)",345.212,STR,287,344.967,0.245
214,"(1, 871)",96.322,STR,287,96.273,0.049
214,"(1, 872)",64.272,STR,287,64.223,0.049
97,"(1, 873)",0,STR,287,0,0
209,"(1, 876)",138.452,STR,287,138.403,0.049
53,"(1, 878)",-14584.037,STR,287,-14586.483,2.447
125,"(1, 879)",1.27,STR,287,1.27,0
194,"(1, 879)",-1155.518,STR,287,-1156.252,0.734
200,"(1, 879)",2.858,STR,287,2.855,0.002
218,"(1, 879)",-537.268,STR,287,-538.247,0.979
212,"(1, 880)",2257.7,STR,287,2255.743,1.957
225,"(1, 881)",395.122,STR,287,394.877,0.245
226,"(1, 881)",-261.05,STR,287,-261.294,0.245
230,"(1, 881)",2940.784,STR,287,2938.337,2.447
187,"(1, 882)",-14598.716,STR,287,-14603.609,4.893
197,"(1, 883)",6343.97,STR,287,6341.524,2.447
209,"(1, 883)",17.911,STR,287,17.909,0.002
209,"(1, 884)",14.98,STR,287,14.975,0.005
209,"(1, 885)",13.013,STR,287,13.008,0.005
209,"(1, 886)",13.977,STR,287,13.972,0.005
35,"(1, 887)",1.791,STR,287,1.791,0
215,"(1, 888)",-3726.135,STR,287,-3731.028,4.893
225,"(1, 891)",2576.244,STR,287,2573.797,2.447
226,"(1, 891)",692.381,STR,287,692.136,0.245
217,"(1, 893)",187.261,STR,287,187.212,0.049
192,"(1, 894)",-6997.206,STR,287,-6999.653,2.447
207,"(1, 894)",114.549,STR,287,114.524,0.024
215,"(1, 895)",-3853.356,STR,287,-3858.25,4.893
61,"(1, 896)",7.014,STR,287,7.009,0.005
208,"(1, 896)",14224.39,STR,287,14221.944,2.447
215,"(1, 896)",-5465.65,STR,287,-5468.096,2.447
13,"(1, 897)",1.549,STR,287,1.549,0
187,"(1, 898)",18.337,STR,287,17.3,1.037
197,"(1, 902)",831.102,STR,287,830.857,0.245
206,"(1, 902)",131.332,STR,287,131.21,0.122
197,"(1, 903)",1172.644,STR,287,1169.218,3.425
214,"(1, 903)",191.078,STR,287,190.808,0.269
216,"(1, 903)",4190.984,STR,287,4188.537,2.447
230,"(1, 915)",16.549,STR,287,16.544,0.005
97,"(1, 921)",0,STR,287,0,0
35,"(1, 923)",0.105,STR,287,0.105,0
230,"(1, 926)",1387.698,STR,287,1386.964,0.734
27,"(1, 927)",0.459,STR,287,0.458,0.002
216,"(1, 927)",16367.59,STR,287,16365.144,2.447
228,"(1, 928)",1041.018,STR,287,1040.773,0.245
197,"(1, 931)",6410.028,STR,287,6407.581,2.447
205,"(1, 931)",1079.184,STR,287,1078.695,0.489
187,"(1, 935)",8592.373,STR,287,8589.927,2.447
192,"(1, 935)",2022.095,STR,287,2017.936,4.159
164,"(1, 936)",38.925,STR,287,38.803,0.122
182,"(1, 936)",355.977,STR,287,355.487,0.489
187,"(1, 936)",-39.243,STR,287,-41.225,1.982
197,"(1, 937)",2994.608,STR,287,2989.715,4.893
221,"(1, 938)",-592.316,STR,287,-593.784,1.468
225,"(1, 938)",1111.479,STR,287,1111.235,0.245
226,"(1, 938)",-1571.435,STR,287,-1573.637,2.202
53,"(1, 941)",-14987.722,STR,287,-14990.168,2.447
197,"(1, 941)",2375.87,STR,287,2373.668,2.202
53,"(1, 945)",-598.922,STR,287,-599.166,0.245
27,"(1, 946)",1.544,STR,287,1.543,0
213,"(1, 947)",1630.153,STR,287,1628.196,1.957
221,"(1, 947)",2077.632,STR,287,2077.387,0.245
187,"(1, 948)",-10608.352,STR,287,-10610.798,2.447
213,"(1, 948)",65.372,STR,287,65.348,0.024
220,"(1, 948)",448.702,STR,287,447.968,0.734
218,"(1, 949)",-5189.187,STR,287,-5191.633,2.447
224,"(1, 951)",2121.67,STR,287,2121.181,0.489
225,"(1, 951)",70.608,STR,287,70.315,0.294
230,"(1, 951)",309.736,STR,287,308.513,1.223
224,"(1, 952)",5213.652,STR,287,5211.206,2.447
225,"(1, 952)",-141.314,STR,287,-141.608,0.294
27,"(1, 953)",0.661,STR,287,0.659,0.002
214,"(1, 953)",4606.902,STR,287,4604.455,2.447
224,"(1, 953)",12007.793,STR,287,12005.346,2.447
27,"(1, 954)",0.628,STR,287,0.626,0.002
160,"(1, 954)",-743.759,STR,287,-744.004,0.245
214,"(1, 954)",8655.984,STR,287,8653.538,2.447
221,"(1, 956)",7797.236,STR,287,7794.79,2.447
182,"(1, 957)",1269.773,STR,287,1269.528,0.245
187,"(1, 957)",-194.307,STR,287,-194.331,0.024
230,"(1, 962)",1101.448,STR,287,1101.204,0.245
228,"(1, 965)",2069.558,STR,287,2068.58,0.979
229,"(1, 965)",3268.625,STR,287,3266.178,2.447
69,"(1, 971)",75.893,STR,287,75.428,0.465
164,"(1, 971)",158.587,STR,287,158.416,0.171
182,"(1, 971)",1558.958,STR,287,1558.469,0.489
187,"(1, 972)",22300.536,STR,287,22298.09,2.447
208,"(1, 973)",31144.907,STR,287,31120.441,24.466
187,"(1, 974)",-4511.485,STR,287,-4516.378,4.893
208,"(1, 974)",15158.982,STR,287,15156.536,2.447
209,"(1, 974)",1689.116,STR,287,1688.871,0.245
214,"(1, 975)",14434.796,STR,287,14432.349,2.447
230,"(1, 976)",703.39,STR,287,702.656,0.734
32,"(1, 977)",-5.708,STR,287,-5.72,0.012
182,"(1, 977)",-282.09,STR,287,-282.824,0.734
187,"(1, 977)",-16984.127,STR,287,-16986.574,2.447
53,"(1, 978)",-2147.604,STR,287,-2148.827,1.223
187,"(1, 979)",-3474.137,STR,287,-3476.584,2.447
187,"(1, 980)",2867.387,STR,287,2862.493,4.893
214,"(1, 980)",163.725,STR,287,163.382,0.343
53,"(1, 981)",8061.466,STR,287,8059.02,2.447
216,"(1, 983)",9319.006,STR,287,9316.56,2.447
225,"(1, 985)",2403.516,STR,287,2403.271,0.245
226,"(1, 985)",1796.765,STR,287,1796.52,0.245
225,"(1, 986)",2393.485,STR,287,2393.24,0.245
226,"(1, 986)",1638.716,STR,287,1638.472,0.245
35,"(1, 988)",0.807,STR,287,0.806,0
206,"(1, 988)",1130.563,STR,287,1130.073,0.489
207,"(1, 988)",-1348.552,STR,287,-1348.797,0.245
210,"(1, 988)",945.112,STR,287,944.867,0.245
211,"(1, 988)",-1030.742,STR,287,-1032.21,1.468
225,"(1, 988)",-520.876,STR,287,-521.121,0.245
226,"(1, 988)",-1909.552,STR,287,-1909.797,0.245
228,"(1, 988)",1500.485,STR,287,1500.24,0.245
225,"(1, 989)",-2117.022,STR,287,-2117.756,0.734
187,"(1, 990)",-10241.365,STR,287,-10246.258,4.893
229,"(1, 990)",125.338,STR,287,125.314,0.024
53,"(1, 995)",12670.815,STR,287,12668.368,2.447
178,"(1, 585)",0,STR,398,0,0
190,"(1, 585)",363.561,STR,398,363.316,0.245
216,"(1, 585)",41444.99,STR,398,41420.524,24.466
97,"(1, 898)",-0,STR,398,-0,0
97,"(1, 921)",0,STR,398,0,0
35,"(1, 923)",0.105,STR,398,0.105,0
230,"(1, 926)",1387.698,STR,398,1386.964,0.734
197,"(1, 931)",6410.028,STR,398,6407.581,2.447
205,"(1, 931)",1079.184,STR,398,1078.695,0.489
187,"(1, 935)",8592.373,STR,398,8589.927,2.447
192,"(1, 935)",2022.095,STR,398,2017.936,4.159
164,"(1, 936)",38.925,STR,398,38.803,0.122
182,"(1, 936)",355.977,STR,398,355.487,0.489
187,"(1, 936)",-39.243,STR,398,-41.225,1.982
197,"(1, 937)",2994.608,STR,398,2989.715,4.893
221,"(1, 938)",-592.316,STR,398,-593.784,1.468
225,"(1, 938)",1111.479,STR,398,1111.235,0.245
226,"(1, 938)",-1571.435,STR,398,-1573.637,2.202
61,"(1, 955)",4.203,STR,398,4.164,0.039
208,"(1, 955)",1926.923,STR,398,1915.424,11.499
61,"(1, 956)",0.432,STR,398,0.432,0
97,"(1, 956)",0,STR,398,0,0
205,"(1, 956)",684.796,STR,398,684.552,0.245
206,"(1, 956)",172.459,STR,398,171.896,0.563
207,"(1, 956)",-663.267,STR,398,-663.511,0.245
182,"(1, 957)",1269.773,STR,398,1269.528,0.245
187,"(1, 957)",-194.307,STR,398,-194.331,0.024
13,"(1, 960)",3.198,STR,398,3.19,0.007
209,"(1, 960)",2040.689,STR,398,2037.263,3.425
210,"(1, 960)",9216.25,STR,398,9213.804,2.447
13,"(1, 961)",0.578,STR,398,0.576,0.002
209,"(1, 961)",390.229,STR,398,389.25,0.979
210,"(1, 961)",3376.274,STR,398,3373.828,2.447
213,"(1, 961)",1070.866,STR,398,1070.621,0.245
215,"(1, 961)",18080.193,STR,398,18077.747,2.447
13,"(1, 962)",-0.495,STR,398,-0.497,0.002
190,"(1, 962)",-29.31,STR,398,-29.408,0.098
209,"(1, 962)",-282.335,STR,398,-283.558,1.223
210,"(1, 962)",1115.394,STR,398,1114.66,0.734
215,"(1, 962)",8308.571,STR,398,8303.677,4.893
216,"(1, 963)",20289.451,STR,398,20287.004,2.447
222,"(1, 964)",932.879,STR,398,932.39,0.489
222,"(1, 965)",2122.404,STR,398,2122.16,0.245
228,"(1, 965)",2069.069,STR,398,2068.58,0.489
229,"(1, 965)",3268.625,STR,398,3266.178,2.447
53,"(1, 971)",2461.255,STR,398,2458.808,2.447
208,"(1, 973)",31144.907,STR,398,31120.441,24.466
208,"(1, 974)",15158.982,STR,398,15156.536,2.447
209,"(1, 974)",1689.116,STR,398,1688.871,0.245
214,"(1, 975)",14434.796,STR,398,14432.349,2.447
32,"(1, 977)",-5.708,STR,398,-5.72,0.012
182,"(1, 977)",-282.09,STR,398,-282.824,0.734
